,alpha_probs_bottom_train,alpha_probs_bottom_test,alpha_probs_bottom_validation,alpha_probs_top_train,alpha_probs_top_test,alpha_probs_top_validation,expected_value_bottom_train,expected_value_bottom_test,expected_value_bottom_validation,expected_value_top_train,expected_value_top_test,expected_value_top_validation,variance_top_train,variance_top_test,variance_top_validation,variance_bottom_train,variance_bottom_test,variance_bottom_validation,sharpe_of_average_train,sharpe_of_average_test,sharpe_of_average_validation,rets_of_average_train,rets_of_average_test,rets_of_average_validation,average_sharp_train,average_sharp_test,average_sharp_validation,average_rets_train,average_rets_test,average_rets_validation,sortino_of_average_train,sortino_of_average_test,sortino_of_average_validation,calmar_of_average_train,calmar_of_average_test,calmar_of_average_validation,percentage_of_positive_returns_train,percentage_of_positive_returns_test,percentage_of_positive_returns_validation,sharpe_of_average_transaction_cost_train,sharpe_of_average_transaction_cost_test,sharpe_of_average_transaction_cost_validation,rets_of_average_transaction_cost_train,rets_of_average_transaction_cost_test,rets_of_average_transaction_cost_validation,average_sharp_transaction_cost_train,average_sharp_transaction_cost_test,average_sharp_transaction_cost_validation,average_rets_transaction_cost_train,average_rets_transaction_cost_test,average_rets_transaction_cost_validation,sortino_of_average_transaction_cost_train,sortino_of_average_transaction_cost_test,sortino_of_average_transaction_cost_validation,calmar_of_average_transaction_cost_train,calmar_of_average_transaction_cost_test,calmar_of_average_transaction_cost_validation,percentage_of_positive_returns_transaction_cost_train,percentage_of_positive_returns_transaction_cost_test,percentage_of_positive_returns_transaction_cost_validation,alpha_probs_bottom_unnormalized_train,alpha_probs_bottom_unnormalized_test,alpha_probs_bottom_unnormalized_validation,alpha_probs_top_unnormalized_train,alpha_probs_top_unnormalized_test,alpha_probs_top_unnormalized_validation,expected_value_bottom_unnormalized_train,expected_value_bottom_unnormalized_test,expected_value_bottom_unnormalized_validation,expected_value_top_unnormalized_train,expected_value_top_unnormalized_test,expected_value_top_unnormalized_validation,variance_top_unnormalized_train,variance_top_unnormalized_test,variance_top_unnormalized_validation,variance_bottom_unnormalized_train,variance_bottom_unnormalized_test,variance_bottom_unnormalized_validation,last_layer_type,cross_sectional,bias,train_transaction_cost_factor,shrinkage,dropout,type_dropout,label_type,batch_size,seq_length,hidden_size,num_layers,type_net,n_head,d_k,d_v,lr,grad_clip,momentum,adaptation,optimizer_type,type_train,using_swa,swa_decay,swa_epochs_or_steps,swa_start,swa_freq,swa_lr,loss_function_from_returns,epochs,early_stopping_dist,number_of_days_per_epoch,bootstrap_ratio,bootstrap_seed,input_normalization,type_eval,removing_artificial_data,chosen_targets
./../Experiments/Equity_TPE/0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.008525681681931019,0.009408709593117237,0.010204233229160309,0,0,0,0.3170287077804257,0.747207191350305,0.6698332643586327,0.04916962362386047,0.021626868588049006,0.030006245035853564,0.19754422152596493,0.55278309173441,0.4674036944489933,1.0806510686562741e-05,2.069556802684116e-05,2.294055430875655e-05,0.44168943860953674,1.0617559742085008,0.8970034284322203,0.44168943860953674,1.0617559742085008,0.8970034284322203,0.5364835164835164,0.5301435406698565,0.5474006116207951,0.3129202593291564,0.7072952615963974,0.6991559706527652,0.0485324055660067,0.020419701906428722,0.03123121308358768,0.19490169493110282,0.5238014265017197,0.48769658626592594,1.0666462761759713e-05,1.954038459945332e-05,2.3877074222926364e-05,0.43589319547716715,1.002221017004182,0.9380753074487236,0.43589319547716715,1.002221017004182,0.9380753074487236,0.5362637362637362,0.5291866028708134,0.5466360856269113,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.008525681681931019,0.009408709593117237,0.010204233229160309,0,0,0,Softmax,False,True,2.493879201752362,0.0,0.5300679183654384,Davi,5,33,256,156,1,LSTM,5,40,36,0.001,1.0,0.9,0.99,Adam,1,False,0.0,True,14,1,,sharpe,25,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.18360403180122375,0.16895988583564758,0.1651860624551773,0,0,0,0.556877714403898,0.712837978559434,0.6445361240769509,0.13395848284201556,0.024927907732945814,0.03540579964124558,0.11331770749504988,0.13316054077630812,0.22721367044315555,2.9441424800442986e-05,2.38544571607137e-05,2.7068654159973683e-05,0.8262969882874895,1.0270815378855556,0.897642513639906,0.8262969882874895,1.0270815378855556,0.897642513639906,0.5312087912087912,0.5464114832535886,0.5420489296636085,0.532451525567025,0.6716550789181984,0.6314627686677475,0.12808657841581056,0.023484187919900913,0.034654247119128616,0.1040045954543031,0.11881715565884665,0.21280739547429461,2.81508963551232e-05,2.2472907100383645e-05,2.649407272104635e-05,0.7892425866606246,0.965827033740097,0.8792235343398183,0.7892425866606246,0.965827033740097,0.8792235343398183,0.5153846153846153,0.5416267942583732,0.5397553516819572,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.18360403180122375,0.16895988583564758,0.1651860624551773,0,0,0,Softmax,False,True,1.3384316651355799,0.0,0.7231375095072954,Davi,21,44,64,27,1,LSTM,4,40,31,0.05,1.0,0.9,0.99,Adam,1,False,0.0,True,14,1,,sharpe,19,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/10,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352218031883,0.05882352963089943,0.05882352963089943,0.18831506371498108,0.18716846406459808,0.18600916862487793,0,0,0,0.40752147199891653,0.5915270796611193,0.20395030353820678,0.0900094605337104,0.01899328334467466,0.011008942667853072,0.11276647675163114,0.14591283516362458,0.08486108814450177,1.9782299018397883e-05,1.817539076045422e-05,8.416622834750055e-06,0.5630087729241842,0.8222209435744389,0.26978449879128247,0.5630087729241842,0.8222209435744389,0.26978449879128247,0.5301098901098901,0.5368421052631579,0.5305810397553516,0.3750013991676203,0.51718570069927,0.1982407729619804,0.08282635555122066,0.01659984077433834,0.0106721970536563,0.10139595926793044,0.11585906267750158,0.08274538619109807,1.8203594626641906e-05,1.588501509506062e-05,8.159172059370255e-06,0.5174417949916477,0.71681940571146,0.26242711537364005,0.5174417949916477,0.71681940571146,0.26242711537364005,0.5162637362637362,0.5311004784688995,0.5237003058103975,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352218031883,0.05882352963089943,0.05882352963089943,0.18831506371498108,0.18716846406459808,0.18600916862487793,0,0,0,Softmax,False,True,1.1522285219610706,0.0,0.7939293060542763,Davi,1,20,64,116,1,LSTM,5,32,21,0.05,0.0,0.9,0.99,Adam,1,False,0.0,True,14,1,,sharpe,13,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/100,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.058823537081480026,0.05882352963089943,0.05882352963089943,0.16532617807388306,0.1799585223197937,0.17561425268650055,0,0,0,0.31150759124342264,0.9087588657507366,0.8011430646467511,0.07081477149197106,0.028970587664034275,0.04557124695545223,0.23516923146269247,0.4421013845421191,0.2725307411744273,1.5563686042191436e-05,2.772305039620505e-05,3.4840402871140845e-05,0.4457425666530866,1.2915047536752855,1.0903333828305024,0.4457425666530866,1.2915047536752855,1.0903333828305024,0.5334065934065934,0.5406698564593302,0.5657492354740061,0.2970555872976402,0.8335210457883688,0.8055703311811372,0.06752871269065763,0.02637261890228449,0.04576992619926394,0.22901039534324558,0.415095123260748,0.2687065109615915,1.4841475316628048e-05,2.523695588735358e-05,3.499229831748007e-05,0.42482042382194485,1.174673660976114,1.0966868137705168,0.42482042382194485,1.174673660976114,1.0966868137705168,0.5213186813186813,0.538755980861244,0.5649847094801224,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.058823537081480026,0.05882352963089943,0.05882352963089943,0.16532617807388306,0.1799585223197937,0.17561425268650055,0,0,0,Softmax,False,True,2.1359581176182436,0.0,0.6463242654797213,Davi,5,24,128,69,1,LSTM,3,36,26,0.05,0.0,0.9,0.99,Adam,1,False,0.0,True,10,1,,sharpe,11,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/101,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.021786509081721306,0.015370190143585205,0.01317344419658184,0,0,0,0.32851939863184626,0.771080378245617,0.7014083801168355,0.052438618948328644,0.022248234757058765,0.03120690881379604,0.19627461180814565,0.5643466380607008,0.48509919667421286,1.1524971197434862e-05,2.1290176801013172e-05,2.3858492976908286e-05,0.4603471752437184,1.0954640612944018,0.9397309665065245,0.4603471752437184,1.0954640612944018,0.9397309665065245,0.5367032967032968,0.5339712918660288,0.5435779816513762,0.32327955400449393,0.728199955247182,0.7306839796811128,0.05160241207348839,0.020948428207576995,0.03241775357540093,0.19311684002714524,0.5332452384415406,0.5055857242766504,1.1341189466700747e-05,2.0046342782370326e-05,2.4784215271713255e-05,0.45290000438570277,1.031155374762173,0.9808042809123076,0.45290000438570277,1.031155374762173,0.9808042809123076,0.5364835164835164,0.5330143540669856,0.5435779816513762,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.021786509081721306,0.015370190143585205,0.01317344419658184,0,0,0,Softmax,False,True,1.7440744898148115,0.0,0.6070497556799668,Davi,21,27,128,59,1,LSTM,3,37,27,0.01,0.0,0.9,0.99,Adam,1,False,0.0,True,10,1,,sharpe,8,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/102,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.1328500509262085,0.16291390359401703,0.17498770356178284,0,0,0,0.10728983914629495,0.05094942798896003,0.2975836155760287,0.020680879256692222,0.0021456272112178867,0.016384120458233314,0.08636182343623362,0.27024235998997037,0.21997271832749998,4.545248188284013e-06,2.0532317810697427e-06,1.2526085977242593e-05,0.15255015761920662,0.07352238588009055,0.40466936579623675,0.15255015761920662,0.07352238588009055,0.40466936579623675,0.521978021978022,0.4909090909090909,0.5198776758409785,0.09929370238697982,0.020698318130881323,0.3023332365755388,0.019139717631901657,0.0008709940554583314,0.016635543173130162,0.08328186815598301,0.24644631164656808,0.2237416476665937,4.2065313476706915e-06,8.334871344098995e-07,1.2718305178234069e-05,0.1411268705299032,0.029831806863465368,0.4111578685769379,0.1411268705299032,0.029831806863465368,0.4111578685769379,0.5167032967032967,0.4880382775119617,0.5168195718654435,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.1328500509262085,0.16291390359401703,0.17498770356178284,0,0,0,Softmax,False,True,1.1106827153144452,0.0,0.6278004572872696,Davi,21,31,128,55,1,LSTM,3,38,24,0.01,0.0,0.9,0.99,Adam,1,False,0.0,True,10,1,,sharpe,10,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/103,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.09621108323335648,0.11192652583122253,0.11884515732526779,0,0,0,0.27433480727092774,0.214556477244198,0.8278544611790813,0.04391246373625137,0.007298992881831721,0.04168403603648274,0.12836125926590966,0.2873592293723316,0.3742549234452193,9.651090931044256e-06,6.98468218357102e-06,3.186852907987977e-05,0.3880074129659421,0.30695742352833927,1.1077106012031523,0.3880074129659421,0.30695742352833927,1.1077106012031523,0.5237362637362637,0.4995215311004785,0.5558103975535168,0.2631211672164341,0.1663797571381927,0.8414305419230717,0.042117979698766274,0.005648102076236556,0.04229783938488519,0.12368098692835773,0.2637565750253305,0.3842942985550485,9.256698834893685e-06,5.404882369604357e-06,3.233779769486635e-05,0.3719659580264963,0.23734532775608005,1.1267092003282684,0.3719659580264963,0.23734532775608005,1.1267092003282684,0.5228571428571429,0.49760765550239233,0.555045871559633,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.09621108323335648,0.11192652583122253,0.11884515732526779,0,0,0,Softmax,False,True,2.451508969389085,0.0,0.5849923384568071,Davi,21,26,128,61,1,LSTM,3,39,25,0.01,0.0,0.9,0.99,Adam,1,False,0.0,True,10,1,,sharpe,13,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/104,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.161890909075737,0.2036469727754593,0.18422536551952362,0,0,0,0.2946832232721969,-0.3480794665866742,0.5762422364943616,0.0671239001102328,-0.020389769209046532,0.03202649047405332,0.1260136369867256,0.3763784404281101,0.47869065509946507,1.4752505518732477e-05,-1.9511740869900995e-05,2.448508446028541e-05,0.4195954480895142,-0.4862808451956282,0.8225586704037955,0.4195954480895142,-0.4862808451956282,0.8225586704037955,0.5230769230769231,0.4813397129186603,0.5191131498470948,0.2854072482234462,-0.3733098377563993,0.577403853265138,0.06501083136169217,-0.021850489454776086,0.032080314482614856,0.12187230843626683,0.31183361515730423,0.47500650995975113,1.4288094804767506e-05,-2.090955928686707e-05,2.452623431392573e-05,0.4062408146664569,-0.5210143151460715,0.8241122037727417,0.4062408146664569,-0.5210143151460715,0.8241122037727417,0.5182417582417582,0.47655502392344495,0.5160550458715596,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.161890909075737,0.2036469727754593,0.18422536551952362,0,0,0,Softmax,False,True,1.3372708973367409,0.0,0.5615844045892208,Davi,21,29,128,45,1,LSTM,3,35,12,0.01,0.0,0.9,0.99,Adam,1,False,0.0,True,10,1,,sharpe,14,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/105,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.08337222039699554,0.13125552237033844,0.11130446940660477,0,0,0,0.09958845891663298,-0.08648797290904046,0.7170775139805071,0.015995200982751444,-0.003415556857930508,0.03262568044352453,0.06594616980728227,0.3284115716601922,0.5328458562393471,3.515428787417898e-06,-3.2684754621344638e-06,2.4943180767220587e-05,0.14003269843004487,-0.12326282629524685,0.9954563504337423,0.14003269843004487,-0.12326282629524685,0.9954563504337423,0.5195604395604395,0.4937799043062201,0.5321100917431193,0.0917595987191965,-0.11871676166354836,0.7290735308144173,0.014737720271206727,-0.004682209402681823,0.0331321645063884,0.0625490765629664,0.30176160805346675,0.5412642973321531,3.2390594002652146e-06,-4.480583160461065e-06,2.5330400998767892e-05,0.12898082321625967,-0.16892053826947293,1.0127377054990103,0.12898082321625967,-0.16892053826947293,1.0127377054990103,0.5189010989010989,0.49186602870813395,0.5321100917431193,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352963089943,0.05882352963089943,0.05882352963089943,0.08337222039699554,0.13125552237033844,0.11130446940660477,0,0,0,Softmax,False,True,2.6517158400600427,0.0,0.5421380075165203,Davi,21,25,128,64,1,LSTM,1,40,29,0.01,0.0,0.9,0.99,Adam,1,False,0.0,True,10,1,,sharpe,7,0.0,70000,0.0,,False,new,False,0.0
./../Experiments/Equity_TPE/106,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352218031883,0.05882352963089943,0.05882352963089943,0.10576095432043076,0.0630999282002449,0.14686043560504913,0,0,0,0.438261204153569,0.7888688585732648,0.771660690458014,0.09078683895596096,0.027044620535435132,0.043132252387811855,0.2023698021663506,0.49435997616720034,0.2901831574898126,1.995315141889252e-05,2.5880019651134093e-05,3.297572812523843e-05,0.6247441112927249,1.1429214221818722,1.0583153246655153,0.6247441112927249,1.1429214221818722,1.0583153246655153,0.5287912087912088,0.522488038277512,0.540519877675841,0.4151136531625043,0.7223732776379878,0.7761026858257036,0.0859911050877959,0.024719042333577725,0.04331356786073235,0.1915986193712557,0.45734746098496804,0.2963533791697855,1.8899143975339754e-05,2.3654585965146147e-05,3.3114348517379475e-05,0.5912012152579824,1.0429369039179006,1.0650381222303331,0.5912012152579824,1.0429369039179006,1.0650381222303331,0.5265934065934066,0.5215311004784688,0.536697247706422,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.05882352218031883,0.05882352963089943,0.05882352963089943,0.10576095432043076,0.0630999282002449,0.14686043560504913,0,0,0,Softmax,False,True,2.3246084274573096,0.0,0.6649821218793783,Davi,1,22,256,103,1,LSTM,3,24,22,0.01,0.0,0.9,0.99,Adam,1,False,0.0,True,10,1,,sharpe,19,0.0,70000,0.0,,True,new,False,0.0
