,SP500,ESTOXX50,DAX,CAC40,FTSEMIB,ASXPI200,SPTSX60,FTSE100,IBOV,FTSE,KOSPI,OMX,SGX,FTSE_JSE,RTS,NASDAQ,NIKKEI
2016-01-01,-0.0025617294441272736,-0.0008523231264748495,-0.0012292693288973352,-0.0005693831689595398,-0.0012067350474741017,-3.383310324071347e-05,-0.00011625909508259434,-0.00048012900459266147,-0.0009987989595226687,-0.00026212933406714536,-0.0011702165695049388,-0.0005736707262417189,-0.004582747851150504,-0.000576178908088785,-0.0005737411710145809,-0.003078389996391115,-0.0005763479886844109
2016-01-04,0.0002635829587027723,5.767163937604021e-05,5.1463431194119044e-05,7.3646121787129e-05,0.0003144802442322392,-0.0006305146800112824,-2.6789228937980743e-05,0.00013167840098757047,0.00023235289582452455,-1.5417459369061007e-05,0.0003006043128306337,-4.317457399537073e-05,-0.0006841639791022472,9.120719415359784e-05,0.00044849011514309125,-0.0007796914435353971,-1.973591281045373e-05
2016-01-05,-0.00253186198728786,-0.0001551663328436659,-0.00014840854329550715,-0.0002143596519807444,-0.0008101359042268728,-0.00043284686304394596,-0.00020355043998056995,-0.0001558909213723035,-0.0007145021138989758,-0.0001477180302364603,-0.00019136321315999416,0.0,-0.001550137330108467,-0.00023629427878978418,-0.001392698285076882,-0.0014117458141867918,-0.00015390645507406297
2016-01-06,-0.005002669200901155,-0.00030074515012826875,-0.0005107226390840149,-0.00028242802816085395,-0.0004763991295407851,-0.0006333849924160734,-0.0003463842577749263,-0.000329693706770979,-0.001162622687328528,-0.0004632034548762745,-0.0005811809005912463,-0.00038737344130278765,-0.00559705849106163,-0.00036014762297442357,0.0,-0.00619748804427899,-0.0004169559650610945
2016-01-07,-0.001954043315077929,-0.00027994174057134955,-0.00023674605390453787,-0.0002969336727556137,-0.0005628997674400036,-0.00013906541381739903,-3.876613856122129e-05,-7.6757186310016e-05,-0.0001418101069777083,-0.00015059051591252628,0.00025867764880999674,-5.630786257584257e-05,0.0011509475410878035,2.575533076532551e-06,0.0,-0.0011118916719074195,2.3075789152716066e-05
2016-01-08,0.00024275649976907037,1.8612403615517314e-05,-5.741905585738897e-06,-9.51787023780921e-05,-0.00016690204796427033,-0.00038345906434484375,-8.964309847772783e-05,-0.00012630594571767478,-0.0008209084242336111,0.0002559200924247788,-0.00039364687266593744,0.0,-0.0006868376524247439,0.00012603181193810806,-0.0029638860386926396,0.0004118718459324995,0.0
2016-01-11,0.0009395098940812028,0.0002626051542028383,0.0003580814570574443,0.00030945207535421955,0.00026813597300525153,9.118376710575328e-05,9.583648084872451e-05,0.00013652391242728433,-0.0006412899837798852,0.00014960848615091956,-0.0002535267994433625,-1.000483766156323e-05,-0.0017655579026974245,-4.822459138789094e-05,-0.00011214065859804389,0.001267526030706612,-0.0007851341624758944
2016-01-12,-0.003743760460520403,1.0532774975895369e-05,-0.00011918712703810346,6.18436099387047e-05,0.0002685707222430986,0.0004356289230093142,-0.00031728767487468513,5.314578652315379e-05,-0.0010017300591286034,-5.685419033134774e-06,0.0008015763281086027,0.00012172872507138081,0.0014033523376973636,-5.594295465316863e-05,-0.0005511867965319669,-0.00388203446042755,0.0008200601627672399
2016-01-13,0.0030103304974606745,-0.0003158911342052957,-0.0003872852332691053,-0.0004087077454434464,-0.000395660587551767,-0.0004135653274267217,0.00027374574926247334,-4.8717389171545157e-05,0.0010680141988632437,0.00011120624684617858,-0.00026147318057684533,-0.0002809253375441091,-0.001337028536339119,-0.00028091301019331715,0.000606887379200409,0.002326198911331217,-0.0005633268292223597
2016-01-14,-0.0034433770773425994,-0.0008522132148413715,-0.0009128583634758084,-0.0006095223739917884,-0.0012033488286835163,-0.00028584806592823407,-0.0004398736061014405,-0.00041846284453873656,-0.0017379795909414238,-0.00021246842948466398,-0.0007556759934648768,-0.0004399454669625128,-0.0035663415800614214,-0.0003160102007505092,-0.004329891039737065,-0.0031026532004960784,-0.00025282004273854877
