,US10Y,US2Y,US5Y,DE10Y,DE2Y,DE5Y,FR10Y,IT3Y,AU10Y,AU3Y,JP10Y,GB10Y,KRW3Y,CAD10Y
1995-01-11,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997,0.07142857499999997
1995-01-12,0.05635965335013004,0.10200365921535062,0.11526784363089106,0.06761779732725189,0.057348477990760524,0.07298896718013767,0.057348477990760524,0.057348477990760524,0.06334677172452892,0.09855624542467069,0.07856445785355395,0.055819683027186436,0.057348477990760524,0.06008101196570361
1995-01-13,0.047694180381896274,0.11562140789485671,0.1434764869208701,0.05962007284063526,0.05286512329767627,0.06556842036410344,0.05286512329767627,0.05286512329767627,0.05772422042305251,0.11251293270978614,0.08222266408252367,0.04744917814237436,0.05286512329767627,0.05664993187106974
1995-01-16,0.045751903835108916,0.1211601838826948,0.1558418965741349,0.05378801635448763,0.0489493920670739,0.05951418373411522,0.0489493920670739,0.0489493920670739,0.05429158100603522,0.12673081681325374,0.08870229624277376,0.04390443922192436,0.0489493920670739,0.05451709796455263
1995-01-17,0.04509478022996142,0.12560104276846581,0.16442552772672495,0.049988002263361586,0.04602515867992119,0.055391217744652305,0.04602515867992119,0.04602515867992119,0.05250952089659918,0.13342922966184048,0.09477220918570324,0.04133363244185513,0.04602515867992119,0.0533541919841572
1995-01-18,0.04462407379032077,0.12764769372694876,0.16749011754776805,0.04798682749664602,0.044446090749913514,0.05374917002155357,0.044446090749913514,0.044446090749913514,0.049506455394723384,0.14040481697934032,0.09759016599864444,0.03996950086648286,0.044446090749913514,0.05324681859868225
1995-01-19,0.043847429838647964,0.1277289743628901,0.16967837193721358,0.04718229842039531,0.04284672835644194,0.053142756688323266,0.04284672835644194,0.04284672835644194,0.04864538835249109,0.14365770346024273,0.10115206811043624,0.03939730751626398,0.04284672835644194,0.05418078622463774
1995-01-20,0.04243070970111235,0.1271612529201446,0.16930256976956518,0.04489390069925142,0.04186030918269781,0.05194277785263369,0.04186030918269781,0.04186030918269781,0.04900568095876411,0.1498259696460326,0.10300182159194068,0.038516893103209195,0.04186030918269781,0.05647718261025985
1995-01-23,0.040692147291895506,0.12865305178768502,0.16859874094516242,0.04231570603663016,0.04160969959934431,0.05069321698227675,0.04160969959934431,0.04160969959934431,0.04827070973532236,0.15265731499745944,0.10434170926046325,0.03758463460841594,0.04160969959934431,0.05975399803964594
1995-01-24,0.03895333892469888,0.13391751966915902,0.1690833605913067,0.04065648326618324,0.041286086880849206,0.04909201091977559,0.041286086880849206,0.041286086880849206,0.050436715680810054,0.1484342756196321,0.10683502423386107,0.03630671372381768,0.041286086880849206,0.06114022520451507
1995-01-25,0.03791741729678276,0.13529280945909858,0.16834270200610066,0.039979927434902036,0.04043051236884092,0.04938142165609918,0.04043051236884092,0.04043051236884092,0.052285084496839086,0.14716060779927,0.11252839369114284,0.03548538817793553,0.04043051236884092,0.05990418902872642
1995-01-26,0.03600951386646802,0.13939782911176452,0.1738292487708432,0.03822726448503728,0.03954490010839375,0.048199410075527103,0.03954490010839375,0.03954490010839375,0.052516999078457284,0.14313892493405284,0.11670949283283537,0.035400154633491554,0.03954490010839375,0.05839154182013238
1995-01-27,0.03403212081790884,0.14414009345277548,0.17783528579091817,0.037385272158248606,0.03834726930077864,0.04719274156346995,0.03834726930077864,0.03834726930077864,0.05169334097402025,0.14554169674184653,0.11823164770604434,0.03461451097271288,0.03834726930077864,0.055944189653743204
1995-01-30,0.03407822319292888,0.14167087088452518,0.17742678452647492,0.03756996569155719,0.037104656711591466,0.04735996642886885,0.037104656711591466,0.037104656711591466,0.04975099008190115,0.1555350497672617,0.12139133941960716,0.03473826113331903,0.037104656711591466,0.0520599579589427
1995-01-31,0.03475345316918517,0.1386852066424401,0.17138729883759693,0.03761089237696805,0.03679593032328738,0.047364736557195364,0.03679593032328738,0.03679593032328738,0.04729735499024389,0.16711849043613905,0.12443857067235092,0.03361650257510548,0.03679593032328738,0.050543790295089354
