,SP500,ESTOXX50,DAX,CAC40,FTSEMIB,ASXPI200,SPTSX60,FTSE100,IBOV,FTSE,OMX,FTSE_JSE,NASDAQ,NIKKEI
1996-01-11,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001
1996-01-12,0.012232658102610766,0.01856285667335896,0.03731932646346701,0.03439975090850749,0.01856285667335896,0.01856285667335896,0.01856285667335896,0.6734368500833332,0.018706836821027244,0.018889063263202444,0.018399149421099298,0.022646730236160185,0.01856285667335896,0.0711553364612
1996-01-15,0.006226686672149767,0.009490989383879751,0.02158465627512554,0.017284713243502135,0.009490989383879751,0.009490989383879751,0.009490989383879751,0.7505287535500003,0.009026571535210751,0.010021037784678062,0.00862669527418071,0.015939545504962082,0.009490989383879751,0.11330640241701377
1996-01-16,0.004395880267605483,0.006206702491020137,0.019994247164688,0.008976729159826604,0.006206702491020137,0.006206702491020137,0.006206702491020137,0.76798678125,0.0058970083711085905,0.007123835126944743,0.0045270686778383406,0.015914133373125482,0.006206702491020137,0.13415079796252907
1996-01-17,0.003968407210300894,0.0062927448610534155,0.026948488656590504,0.006925756603214493,0.0062927448610534155,0.0062927448610534155,0.0062927448610534155,0.6768992362916664,0.00567273650138008,0.009885368129155034,0.004408941724973796,0.02313490084732618,0.0062927448610534155,0.2106924527818166
1996-01-18,0.004255424363595927,0.006684813426066341,0.03265048507032761,0.0069031565705380184,0.006684813426066341,0.006684813426066341,0.006684813426066341,0.55670758706,0.00598129007205066,0.014680875147910227,0.004942857312830338,0.033608833617630327,0.006684813426066341,0.3068454119642916
1996-01-19,0.004855725287777815,0.007620443010097493,0.035286918984184665,0.008895290425890634,0.007620443010097493,0.007620443010097493,0.007620443010097493,0.35589694237095854,0.007802336580318164,0.019375366058939292,0.006014207928370528,0.06730004103071657,0.007620443010097493,0.45647095679325006
1996-01-22,0.005083782543309131,0.007860310505754593,0.040823711665005084,0.012993693745201663,0.007860310505754593,0.007860310505754593,0.007860310505754593,0.2916639668429752,0.00912647341284921,0.021009491073187735,0.006762303813035415,0.09944500822279005,0.007860310505754593,0.4737900166535832
1996-01-23,0.005386000408205867,0.008062778964959065,0.04801676540943045,0.013516831232896875,0.008062778964959065,0.008062778964959065,0.008062778964959065,0.2587314083562167,0.01198269080461518,0.02143782970549148,0.0077879015090758005,0.08007411857724998,0.008062778964959065,0.5127525504038336
1996-01-24,0.004412427264930583,0.00626315653592339,0.04617799909982611,0.010389075450900466,0.00626315653592339,0.00626315653592339,0.00626315653592339,0.2140656369129016,0.0089322580349999,0.015215327785479186,0.006722785665575883,0.0661639085464983,0.00626315653592339,0.5966047978933335
1996-01-25,0.004124803820677755,0.006445533712395812,0.040129568219169715,0.012280672964261944,0.006445533712395812,0.006445533712395812,0.006445533712395812,0.19642188428755006,0.00929528420018118,0.015514949982054186,0.006638109330552406,0.0755384295255882,0.006445533712395812,0.6078286278175
1996-01-26,0.00404963387278224,0.005960503770030892,0.03823742445860853,0.012972819347830667,0.005960503770030892,0.005960503770030892,0.005960503770030892,0.32445356405641657,0.009411047890191947,0.014389854474208342,0.006337255918602812,0.0839121330841771,0.005960503770030892,0.4764337481963332
1996-01-29,0.0037373627563969287,0.0055035685919574105,0.03600157023221727,0.011910046380306596,0.0055035685919574105,0.0055035685919574105,0.0055035685919574105,0.44800030168233335,0.01122399548819475,0.01272715196639936,0.005934245862451877,0.12206258347985632,0.0055035685919574105,0.32088489347416693
1996-01-30,0.0032983601471997985,0.00515762415673916,0.03276483134772467,0.010164554781446416,0.00515762415673916,0.00515762415673916,0.00515762415673916,0.45327062890749986,0.010964559333251675,0.01171448700686364,0.00552067470263605,0.21300739767241086,0.00515762415673916,0.2335063846559917
1996-01-31,0.0034940002717176884,0.005326355983040824,0.03094596827660081,0.011429323544273513,0.005326355983040824,0.005326355983040824,0.005326355983040824,0.4566619857864165,0.011958471696659565,0.014012462316724074,0.006206992543462825,0.22670456917301646,0.005326355983040824,0.21195445413400835
1996-02-01,0.0031233780507983087,0.004625322804079481,0.03023541920038725,0.008850765511823238,0.004625322804079481,0.004625322804079481,0.004625322804079481,0.3751729572831332,0.010335917096938702,0.01162946047189062,0.005225877573226791,0.34380490712555,0.004625322804079481,0.18849470428608836
1996-02-02,0.0027750268894956966,0.00441231293651709,0.02977312253305646,0.007346524975148812,0.00441231293651709,0.00441231293651709,0.00441231293651709,0.27484913490833074,0.007710977529648516,0.01043463954735064,0.003528679368474004,0.4884695872995002,0.00441231293651709,0.15305074519120906
1996-02-05,0.0031311307251241645,0.005135150169070042,0.037084334954442695,0.010062770114852048,0.005135150169070042,0.005135150169070042,0.005135150169070042,0.22095045166030833,0.0061756088089397875,0.01275949761715711,0.004272534640871911,0.45142625200850994,0.005135150169070042,0.22846166510643334
1996-02-06,0.0032635470179024993,0.005001454148863418,0.04904841883301744,0.011572291034911463,0.005001454148863418,0.005001454148863418,0.005001454148863418,0.20772316229120005,0.005878861203117858,0.008072147244481156,0.004835730992194572,0.4021786512726975,0.005001454148863418,0.2824199124795833
1996-02-07,0.003256271552338893,0.004798106284180446,0.059589969704410786,0.014211147175067504,0.004798106284180446,0.004798106284180446,0.004798106284180446,0.22694080405933315,0.006079376440159741,0.009221541662980197,0.005053889892405272,0.3567085432641184,0.004798106284180446,0.29494791762266687
