,alpha_probs_bottom_train,alpha_probs_bottom_test,alpha_probs_bottom_validation,alpha_probs_top_train,alpha_probs_top_test,alpha_probs_top_validation,expected_value_bottom_train,expected_value_bottom_test,expected_value_bottom_validation,expected_value_top_train,expected_value_top_test,expected_value_top_validation,variance_top_train,variance_top_test,variance_top_validation,variance_bottom_train,variance_bottom_test,variance_bottom_validation,sharpe_of_average_train,sharpe_of_average_test,sharpe_of_average_validation,rets_of_average_train,rets_of_average_test,rets_of_average_validation,average_sharp_train,average_sharp_test,average_sharp_validation,average_rets_train,average_rets_test,average_rets_validation,sortino_of_average_train,sortino_of_average_test,sortino_of_average_validation,calmar_of_average_train,calmar_of_average_test,calmar_of_average_validation,percentage_of_positive_returns_train,percentage_of_positive_returns_test,percentage_of_positive_returns_validation,sharpe_of_average_transaction_cost_train,sharpe_of_average_transaction_cost_test,sharpe_of_average_transaction_cost_validation,rets_of_average_transaction_cost_train,rets_of_average_transaction_cost_test,rets_of_average_transaction_cost_validation,average_sharp_transaction_cost_train,average_sharp_transaction_cost_test,average_sharp_transaction_cost_validation,average_rets_transaction_cost_train,average_rets_transaction_cost_test,average_rets_transaction_cost_validation,sortino_of_average_transaction_cost_train,sortino_of_average_transaction_cost_test,sortino_of_average_transaction_cost_validation,calmar_of_average_transaction_cost_train,calmar_of_average_transaction_cost_test,calmar_of_average_transaction_cost_validation,percentage_of_positive_returns_transaction_cost_train,percentage_of_positive_returns_transaction_cost_test,percentage_of_positive_returns_transaction_cost_validation,alpha_probs_bottom_unnormalized_train,alpha_probs_bottom_unnormalized_test,alpha_probs_bottom_unnormalized_validation,alpha_probs_top_unnormalized_train,alpha_probs_top_unnormalized_test,alpha_probs_top_unnormalized_validation,expected_value_bottom_unnormalized_train,expected_value_bottom_unnormalized_test,expected_value_bottom_unnormalized_validation,expected_value_top_unnormalized_train,expected_value_top_unnormalized_test,expected_value_top_unnormalized_validation,variance_top_unnormalized_train,variance_top_unnormalized_test,variance_top_unnormalized_validation,variance_bottom_unnormalized_train,variance_bottom_unnormalized_test,variance_bottom_unnormalized_validation,seq_length,bias,last_layer_type,label_type,cross_sectional,batch_size,hidden_size,dropout,lr,grad_clip,loss_function_from_returns,epochs,early_stopping_dist,num_layers,type_net,type_dropout,optimizer_type,bootstrap_ratio,bootstrap_seed,input_normalization,using_swag,epochs_or_steps,start,freq,new_lr,shrinkage,momentum,adaptation,type_eval,number_of_days_per_epoch,removing_artificial_data,chosen_targets
./../Experiments2/glauberfinal/132,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.071428582072258,0.0714285746216774,0.0714285746216774,0.16547581553459167,0.14458060264587402,0.13449853658676147,0,0,0,1.0607773472562507,1.5492682282803494,0.7151213846809376,0.29496192436188307,0.04604841823206565,0.05708481093688809,0.30275740987295235,0.666903342075809,0.26946318783620454,6.950092468470383e-05,6.139789097608754e-05,3.391848540516226e-05,1.6400713383034524,2.3981546234402957,0.972168617732504,1.6400713383034524,2.3981546234402957,0.972168617732504,0.527803958529689,0.556,0.5418894830659536,1.0239531372020414,1.5432122580973975,0.676045830138473,0.2847162960287798,0.04569112203782481,0.053921548154924705,0.2953107170061785,0.6582745344217761,0.24839451934126772,6.708678040263427e-05,6.092149605043308e-05,3.203894721029394e-05,1.5802654435050454,2.3917902778535756,0.9175072860122381,1.5802654435050454,2.3917902778535756,0.9175072860122381,0.5230914231856739,0.5533333333333333,0.5407011289364231,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.071428582072258,0.0714285746216774,0.0714285746216774,0.16547581553459167,0.14458060264587402,0.13449853658676147,0,0,0,64,True,Softmax,1,False,42,45,0.30979571639845344,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/133,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.1223827600479126,0.10273641347885132,0.08524872362613678,0,0,0,0.5329445029476981,1.23165930342616,0.5751730579447233,0.1396322291651815,0.040034879515279675,0.04577447251675092,0.21897725990461375,0.8594996560189855,0.3224596920168383,3.290109075522656e-05,5.3379839353706234e-05,2.7198141721182955e-05,0.7805414352047326,1.8315416014922077,0.7888498679515428,0.7805414352047326,1.8315416014922077,0.7888498679515428,0.5270970782280867,0.5266666666666666,0.5383244206773619,0.5076375145656453,1.2735274791897062,0.5526521583556239,0.13299434716447278,0.04115766247032851,0.04397699972594052,0.20564856218276448,0.8667789259866329,0.30631301666070226,3.133702807833948e-05,5.487688329377135e-05,2.6130124614343745e-05,0.7425757247552313,1.9034503422034768,0.7571994706385363,0.7425757247552313,1.9034503422034768,0.7571994706385363,0.5242695570216777,0.5253333333333333,0.5377302436125966,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.1223827600479126,0.10273641347885132,0.08524872362613678,0,0,0,64,True,Softmax,1,False,36,51,0.32258252163977214,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/134,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.1287093460559845,0.08438583463430405,0.09660573303699493,0,0,0,0.7065860258844332,1.2944289164784952,0.795692461454804,0.18755253132923935,0.033605955753794416,0.06235365127712902,0.34120701357125516,0.7014561115055056,0.3331898733997055,4.4192396637426794e-05,4.480794100505923e-05,3.704910949324362e-05,1.0511100637682342,1.9010597293105593,1.1116328657168209,1.0511100637682342,1.9010597293105593,1.1116328657168209,0.5332233741753063,0.572,0.5389185977421271,0.6795098597487044,1.322315834684668,0.7702097483755986,0.1803662678832576,0.03411467345280645,0.060337224736684486,0.326037058500048,0.7159406822788824,0.3149133675441619,4.249912061339717e-05,4.5486231270408604e-05,3.5850995090127435e-05,1.0095884151020997,1.950378913798142,1.0747109678558586,1.0095884151020997,1.950378913798142,1.0747109678558586,0.5315739868049011,0.5706666666666667,0.5377302436125966,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.1287093460559845,0.08438583463430405,0.09660573303699493,0,0,0,64,True,Softmax,1,False,40,43,0.31394042143946427,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,1,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/135,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.071428582072258,0.0714285746216774,0.0714285746216774,0.21431656181812286,0.18054693937301636,0.18735522031784058,0,0,0,1.3110038444317664,1.5855617564429612,0.7241437380137955,0.39081209134387734,0.05051678851561278,0.06141076601161013,0.33855848590773213,0.5001114313070529,0.17929348880625104,9.208578966632358e-05,6.735571802081703e-05,3.648886869376716e-05,2.0255561770515,2.4244234313124213,1.0203217980728077,2.0255561770515,2.4244234313124213,1.0203217980728077,0.5405278039585297,0.564,0.5353535353535354,1.2706107716749753,1.554141216258457,0.6572364564614572,0.37873943240028,0.04936474733039239,0.05574504625745971,0.32363651090685047,0.47250191246864215,0.15514625723101313,8.924114806792647e-05,6.581966310718986e-05,3.312242796046329e-05,1.9597132346682835,2.3750034390372776,0.9232699100969881,1.9597132346682835,2.3750034390372776,0.9232699100969881,0.5353440150801131,0.5626666666666666,0.5317884729649436,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.071428582072258,0.0714285746216774,0.0714285746216774,0.21431656181812286,0.18054693937301636,0.18735522031784058,0,0,0,64,True,Softmax,1,False,44,60,0.338429799364542,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/136,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.14434051513671875,0.13284295797348022,0.13628973066806793,0,0,0,0.7646060617795836,1.315808969787772,0.6755575821582251,0.20333304525810045,0.03563213775487446,0.05146142642072659,0.3304340048696064,0.6478648618375099,0.33034327493710436,4.791070811925082e-05,4.7509517006499294e-05,3.0577199299302785e-05,1.1408953342463202,1.914849677782552,0.9284351313656636,1.1408953342463202,1.914849677782552,0.9284351313656636,0.5327521206409048,0.56,0.5442661913250149,0.7326584100723974,1.3355440673014622,0.6339899321849078,0.19482956744289703,0.03597142999601825,0.04829306528537363,0.3140985056602403,0.644690810419024,0.3082771601113982,4.590706113169109e-05,4.7961906661357656e-05,2.8694631779782302e-05,1.0916984681826039,1.9499506345429614,0.8697919704756347,1.0916984681826039,1.9499506345429614,0.8697919704756347,0.530631479736098,0.5573333333333333,0.5430778371954843,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.14434051513671875,0.13284295797348022,0.13628973066806793,0,0,0,64,True,Softmax,1,False,38,50,0.30888771320383634,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/137,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.17322656512260437,0.14466151595115662,0.1456214040517807,0,0,0,1.359404889356954,1.4206011560022334,0.7480091944485289,0.37643344124433387,0.041322759459968814,0.05895715542276946,0.34546814026031497,0.5882442086233363,0.16799370470630778,8.86977948266574e-05,5.5097012613291736e-05,3.503098955601275e-05,2.1461667970562486,2.144754264229081,1.0323047634959845,2.1461667970562486,2.144754264229081,1.0323047634959845,0.5421771913289349,0.552,0.5502079619726679,1.313887546493531,1.3832160906011122,0.6771957822592356,0.3638125927161778,0.04008054846906707,0.05336954323355889,0.3287551701870042,0.5612848439841479,0.13649336186365288,8.572398508863754e-05,5.344073129208941e-05,3.1710958546380805e-05,2.0696043549578946,2.087415078539044,0.9317818160727488,2.0696043549578946,2.087415078539044,0.9317818160727488,0.5379359095193214,0.5493333333333333,0.5478312537136066,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.17322656512260437,0.14466151595115662,0.1456214040517807,0,0,0,64,True,Softmax,1,False,31,53,0.3295950985226307,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/138,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.22614474594593048,0.22355040907859802,0.21878547966480255,0,0,0,1.6537015897458491,1.426678172794823,0.764385287113074,0.49809755201399525,0.04700077973116699,0.07082963752640165,0.35311042208924787,0.21999790105897457,0.2761207126887066,0.00011736511593166711,6.266770630822266e-05,4.2085346123827476e-05,2.707666866649877,2.20587392385519,1.0725349566402795,2.707666866649877,2.20587392385519,1.0725349566402795,0.5466540999057493,0.54,0.5478312537136066,1.613533586495694,1.4053297561426867,0.7110476710129072,0.4859527915242797,0.04618808593245874,0.06589017186889543,0.34148875483244095,0.20578661463514805,0.26103390211759275,0.000114503485279048,6.158411457661165e-05,3.915042891794144e-05,2.636404824942865,2.1713691970600824,0.9952331681849864,2.636404824942865,2.1713691970600824,0.9952331681849864,0.5395852968897267,0.536,0.5424836601307189,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.22614474594593048,0.22355040907859802,0.21878547966480255,0,0,0,64,True,Softmax,1,False,34,44,0.30327692576076265,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/139,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.20998865365982056,0.18751560151576996,0.17847506701946259,0,0,0,1.8455762843072996,1.5519168073255696,0.6870767159316361,0.5882059963277143,0.05388737778608932,0.060753832236088594,0.45865705114280314,0.44182444160753725,0.21020271034085583,0.0001385970773627979,7.184983704811909e-05,3.6098533711282585e-05,3.102205311430289,2.344461961701585,0.9386909101920066,3.102205311430289,2.344461961701585,0.9386909101920066,0.543119698397738,0.5546666666666666,0.5454545454545454,1.7992668980926563,1.5356397647949298,0.6402067303992474,0.5733701322598362,0.053103225111220675,0.05653586666200332,0.4424542704507857,0.44652620007892624,0.190014306175377,0.000135101350673854,7.080430014829423e-05,3.359231530719151e-05,3.016949711867447,2.322082722126969,0.8731744640939186,3.016949711867447,2.322082722126969,0.8731744640939186,0.5336946277097078,0.552,0.5395127748068924,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.20998865365982056,0.18751560151576996,0.17847506701946259,0,0,0,64,True,Softmax,1,False,50,39,0.32042014089121496,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/14,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.08454150706529617,0.022518228739500046,0.019906997680664062,0,0,0,0.3110278813936289,1.1297304925852547,0.5683459061631785,0.06564678145984051,0.027407015638356094,0.040083320589405266,0.1864285993032333,0.8130625096808703,0.4044882069814745,1.546813889251662e-05,3.654268751780812e-05,2.381658977385933e-05,0.43875683394688325,1.6546294626809068,0.7625735685938556,0.43875683394688325,1.6546294626809068,0.7625735685938556,0.5235626767200754,0.548,0.5472370766488414,0.30522834983634795,1.197975517277373,0.5657841282413238,0.06442195611398831,0.028861860714050214,0.03990142340590177,0.18272675623381965,0.8627086753850736,0.4018649880664503,1.517953725588791e-05,3.848248095206696e-05,2.370851063927615e-05,0.43047597071259214,1.7670264976160972,0.7590029273900585,0.43047597071259214,1.7670264976160972,0.7590029273900585,0.5233270499528746,0.548,0.5472370766488414,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.08454150706529617,0.022518228739500046,0.019906997680664062,0,0,0,128,True,Softmax,1,False,66,63,0.3011250504084641,0.005,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/140,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.2263309210538864,0.1929408311843872,0.17985062301158905,0,0,0,1.2378307327804994,1.477386675755548,0.5518164586959987,0.3893121309389509,0.046290315000087026,0.04785162724577744,0.29568756185263273,0.5161979027157696,0.22502048262467703,9.173235884518163e-05,6.172042000011605e-05,2.8432339421139298e-05,1.9135865904498217,2.277168339873602,0.7708604485443098,1.9135865904498217,2.277168339873602,0.7708604485443098,0.5329877474081055,0.544,0.5109922756981581,1.2025096776925173,1.4463399769048453,0.4939612875003742,0.37819894846566027,0.045189674723718445,0.04283020267644749,0.283651913149683,0.48788091137240625,0.19922042417307764,8.911379558568807e-05,6.0252899631624606e-05,2.5448724109594474e-05,1.8556958995934922,2.2276376071388233,0.6883003049398616,1.8556958995934922,2.2276376071388233,0.6883003049398616,0.5273327049952875,0.536,0.5068330362448009,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.2263309210538864,0.1929408311843872,0.17985062301158905,0,0,0,64,True,Softmax,1,False,47,49,0.3332440364622176,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/141,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.18010585010051727,0.13360176980495453,0.13009482622146606,0,0,0,1.0259802576757158,1.694460523562937,0.7724933072389224,0.3054101485606383,0.04688755273558501,0.06040148110385003,0.27044057422119355,0.6271811053946681,0.41381029941730624,7.196280597564522e-05,6.251673698078001e-05,3.588917474976236e-05,1.5797465832350097,2.6980685504723834,1.1078513057772197,1.5797465832350097,2.6980685504723834,1.1078513057772197,0.5308671065032988,0.5453333333333333,0.5365418894830659,0.9894438073456423,1.6839098531659369,0.7392963357205982,0.29453848331660853,0.04637698575913736,0.05769747748560278,0.2577657067737381,0.621212807089114,0.38673286709652344,6.940115064010568e-05,6.183598101218314e-05,3.428251781675745e-05,1.520890373919377,2.6877233424791425,1.0592942815584416,1.520890373919377,2.6877233424791425,1.0592942815584416,0.527803958529689,0.544,0.5329768270944741,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.18010585010051727,0.13360176980495453,0.13009482622146606,0,0,0,64,True,Softmax,1,False,37,54,0.3162835254251473,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/142,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.12898604571819305,0.1370021402835846,0.11599580943584442,0,0,0,0.8349035942152621,1.3318627309166335,0.7403734892839258,0.20259075720588698,0.03567249889186258,0.057306532465074986,0.34870886863827744,0.8413096809960156,0.34949832367174544,4.773580518517601e-05,4.756333185581677e-05,3.405022725197564e-05,1.239909719312915,1.94467912880696,0.9981351812436129,1.239909719312915,1.94467912880696,0.9981351812436129,0.5228557964184731,0.5693333333333334,0.5537730243612596,0.8087487345653017,1.3649973480974105,0.7209377460577002,0.19623613813657986,0.036382344090822166,0.055796337379873384,0.33465686971189657,0.8574598199758598,0.33351308344563424,4.623848683708291e-05,4.8509792121096213e-05,3.315290396902756e-05,1.1995366777947927,2.0001168382139545,0.9710420533682339,1.1995366777947927,2.0001168382139545,0.9710420533682339,0.5209707822808671,0.5666666666666667,0.5537730243612596,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.12898604571819305,0.1370021402835846,0.11599580943584442,0,0,0,64,True,Softmax,1,False,41,57,0.3163424794514743,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/143,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.15601715445518494,0.11239370703697205,0.12393958121538162,0,0,0,1.0926723183951168,1.362290503851978,0.9083430054284307,0.2976693484953126,0.03667874524799506,0.07092201826290398,0.3035116637604835,0.7097561981198073,0.39009413850545205,7.013886628070514e-05,4.890499366399342e-05,4.214023663868329e-05,1.7182303923178224,2.0277823384079676,1.2524935695740202,1.7182303923178224,2.0277823384079676,1.2524935695740202,0.5273327049952875,0.552,0.5531788472964944,1.058868372422446,1.3651154717735225,0.8736092415928678,0.2884440838788914,0.0365997131502237,0.06818803996714821,0.2908457390071751,0.7117772834473116,0.36643492820770357,6.79651470025663e-05,4.87996175336316e-05,4.0515769439779084e-05,1.662128828171607,2.035160086916786,1.2024689257155765,1.662128828171607,2.035160086916786,1.2024689257155765,0.5240339302544769,0.5506666666666666,0.5531788472964944,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.15601715445518494,0.11239370703697205,0.12393958121538162,0,0,0,64,True,Softmax,1,False,38,54,0.31086864577538137,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/144,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.19203448295593262,0.18799100816249847,0.17565716803073883,0,0,0,1.1586509512143661,1.5125524955656442,0.7818280829874344,0.31837403257416264,0.05510073535372428,0.06868252906173218,0.31295174303841616,0.5595895661065907,0.22628488636325425,7.501744405611748e-05,7.346764713829905e-05,4.0809583518557436e-05,1.7464586967216083,2.289296989352753,1.095115921978974,1.7464586967216083,2.289296989352753,1.095115921978974,0.5332233741753063,0.5586666666666666,0.5519904931669638,1.116889496925632,1.4942344188791772,0.7315581482350966,0.30690783321899817,0.0543143129310848,0.06425474299521974,0.29900418075937724,0.5524137112584547,0.20179690832394304,7.23157005699807e-05,7.241908390811308e-05,3.81786945901484e-05,1.680306474163398,2.2609891530440183,1.022486576796546,1.680306474163398,2.2609891530440183,1.022486576796546,0.5292177191328935,0.5533333333333333,0.5478312537136066,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.19203448295593262,0.18799100816249847,0.17565716803073883,0,0,0,64,True,Softmax,1,False,36,52,0.32432815251981334,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/145,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285671710968,0.18548689782619476,0.17107239365577698,0.18413132429122925,0,0,0,1.2069203676052398,1.2744429409329507,0.8929265111633834,0.3759721838643668,0.03874128881033433,0.07294637133281084,0.334305915466002,0.5152796601315209,0.16793035454553085,8.858911024136823e-05,5.165505174711243e-05,4.334306080380918e-05,1.8837526141253853,1.9053139047163001,1.2126729167441088,1.8837526141253853,1.9053139047163001,1.2126729167441088,0.5360508953817154,0.5533333333333333,0.5537730243612596,1.1703102950177977,1.259742766894873,0.85172503561806,0.36455110525109197,0.038192683084317156,0.06957698854724426,0.31916716677693274,0.49422047195149427,0.14447939918367994,8.589799840977661e-05,5.092357744575622e-05,4.13410508302105e-05,1.8236310852274036,1.8836078244803551,1.1547305062535789,1.8236310852274036,1.8836078244803551,1.1547305062535789,0.5318096135721018,0.5493333333333333,0.5537730243612596,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285671710968,0.18548689782619476,0.17107239365577698,0.18413132429122925,0,0,0,64,True,Softmax,1,False,44,47,0.3151991005648856,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/146,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.2086414098739624,0.15024642646312714,0.15604014694690704,0,0,0,1.2229038167262185,1.5364738155253228,0.787156284256073,0.35427769636346224,0.05006517402329701,0.06826975347677688,0.2789774066019711,0.594839356177066,0.3342325897940465,8.347730828545293e-05,6.675356536439601e-05,4.056432173308193e-05,1.8969053351725311,2.314655512540637,1.090677250439295,1.8969053351725311,2.314655512540637,1.090677250439295,0.5360508953817154,0.564,0.5418894830659536,1.1838784962875095,1.5264781763275757,0.7408388908326599,0.34295117137945286,0.04957534858220847,0.06424768201540965,0.26591701992516337,0.59854764543374,0.3101936423508875,8.08084758198522e-05,6.610046477627795e-05,3.817449911789046e-05,1.8329158698337222,2.3008119698009386,1.0242772067562211,1.8329158698337222,2.3008119698009386,1.0242772067562211,0.5315739868049011,0.5613333333333334,0.5383244206773619,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.2086414098739624,0.15024642646312714,0.15604014694690704,0,0,0,64,True,Softmax,1,False,32,55,0.3204759076118351,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/147,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.20527061820030212,0.20115648210048676,0.1948888897895813,0,0,0,1.7776799883413952,1.6500397044289945,0.6268419091941133,0.5501874021408428,0.053978056023269286,0.05354272382789389,0.4748459351010109,0.29342393893699054,0.23042857235122147,0.00012963887892102798,7.197074136435904e-05,3.181385848359708e-05,2.969311358286252,2.597620704378368,0.8860266398488862,2.969311358286252,2.597620704378368,0.8860266398488862,0.5414703110273327,0.5533333333333333,0.5288175876411171,1.7312545187559756,1.6171580971044581,0.5651727512112491,0.5357409661199823,0.05276380129027265,0.04826313480650318,0.4567022921470786,0.2656873405774257,0.20983083076408643,0.00012623491190386012,7.035173505369686e-05,2.8676847775700045e-05,2.88477929433926,2.5443710652332623,0.7965543354177674,2.88477929433926,2.5443710652332623,0.7965543354177674,0.5372290292177191,0.548,0.5252525252525253,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.20527061820030212,0.20115648210048676,0.1948888897895813,0,0,0,64,True,Softmax,1,False,42,51,0.3060279006333273,0.05,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
./../Experiments2/glauberfinal/148,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.15995432436466217,0.14739353954792023,0.11335533112287521,0,0,0,0.5151349465769767,1.2116245867846196,0.6973846427261139,0.14102959613212257,0.03355678307097773,0.05549497803929078,0.22153135118618011,0.5219263400990264,0.331034379036183,3.3230347816239994e-05,4.47423774279703e-05,3.297384316060058e-05,0.7559028567664302,1.794356676453816,0.9492570802543904,0.7559028567664302,1.794356676453816,0.9492570802543904,0.5190857681432611,0.56,0.5513963161021984,0.5036669870332158,1.252605172773331,0.6847471730357582,0.13788737758073116,0.03453714049647333,0.054485370770272296,0.21392107846398375,0.5549947242231466,0.3200254558238665,3.248995701713741e-05,4.6049520661964436e-05,3.237395767692946e-05,0.7387175914552211,1.8623441080765435,0.9314485152714121,0.7387175914552211,1.8623441080765435,0.9314485152714121,0.5183788878416589,0.5586666666666666,0.5508021390374331,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.15995432436466217,0.14739353954792023,0.11335533112287521,0,0,0,64,True,Softmax,1,False,42,58,0.30020723774490166,0.01,1,sharpe,50,15,1,LSTM,Davi,Adam,0.0,,False,True,True,10,2,,0.0,0.9,0.99,new,70000,False,0.0
