,SP500,ESTOXX50,DAX,CAC40,FTSEMIB,ASXPI200,SPTSX60,FTSE100,IBOV,FTSE,OMX,FTSE_JSE,NASDAQ,NIKKEI
1996-01-11,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002,0.07142857500000002
1996-01-12,0.5322983954119047,0.0059173627009476175,0.01130293150585714,0.024433644937357134,0.0059173627009476175,0.0059173627009476175,0.0059173627009476175,0.25943726545714285,0.005656364314529523,0.0057706823115428576,0.005833269810518333,0.01664071755577619,0.0059173627009476175,0.10903989933547618
1996-01-15,0.6408327796107143,0.0017895510983922198,0.003047000831477052,0.007979461146126004,0.0017895510983922198,0.0017895510983922198,0.0017895510983922198,0.19489197198680952,0.001816933729103061,0.0017594464307100692,0.0018712952914014724,0.009019147598285156,0.0017895510983922198,0.12983416927997615
1996-01-16,0.7456938772142856,0.0007729860763149092,0.0027392071318287576,0.004152221633392641,0.0007729860763149092,0.0007729860763149092,0.0007729860763149092,0.13232061304626666,0.0009753933793973379,0.0007538668242901195,0.0008035404876142885,0.013824343739760539,0.0007729860763149092,0.09487203663108568
1996-01-17,0.49148998390780946,0.0034532947011127854,0.0069709531406785714,0.00586063341454769,0.0034532947011127854,0.0034532947011127854,0.0034532947011127854,0.2258165261520476,0.0028749201700772244,0.003406508468740762,0.0034373351119027715,0.03682408391873904,0.0034532947011127854,0.20605255869000003
1996-01-18,0.3490092870235714,0.005404730403888096,0.021339012461619046,0.00732323894447143,0.005404730403888096,0.005404730403888096,0.005404730403888096,0.16764726465457142,0.005735242787199831,0.005235288267521431,0.005633901719368095,0.06067283740800001,0.005404730403888096,0.3503802820392856
1996-01-19,0.2753648676806667,0.006178744951285714,0.026814564133904758,0.010817584755352385,0.006178744951285714,0.006178744951285714,0.006178744951285714,0.12226731770928574,0.004910344948223811,0.005874083507411906,0.005902968218071905,0.11087567292523809,0.006178744951285714,0.40627887636380944
1996-01-22,0.1997906685949285,0.006432587840654759,0.035868005593261906,0.016038899655431905,0.006432587840654759,0.006432587840654759,0.006432587840654759,0.14327384235952378,0.00588803066375238,0.006376672138065237,0.006175667029485,0.16608454186547617,0.006432587840654759,0.38834073517642853
1996-01-23,0.1635800644822381,0.006057219281023809,0.037699425965952375,0.023368889369213327,0.006057219281023809,0.006057219281023809,0.006057219281023809,0.1586374430209524,0.006882701972452379,0.006086212462626904,0.006090768559164287,0.16796084676833328,0.006057219281023809,0.3994075507691667
1996-01-24,0.14097175216696667,0.00513973004039181,0.029735163051083337,0.029958237181758426,0.00513973004039181,0.00513973004039181,0.00513973004039181,0.15474902450126185,0.006190377821854642,0.00512223447929235,0.005187021663819951,0.16421035529260233,0.00513973004039181,0.43817720886238093
1996-01-25,0.11226185219049524,0.005316265167191117,0.030086821581345236,0.0329687597172251,0.005316265167191117,0.005316265167191117,0.005316265167191117,0.14006217624500003,0.007293056877829761,0.005253618000375164,0.005290868812363522,0.17980108802408096,0.005316265167191117,0.4604004299649999
1996-01-26,0.10924017918921426,0.005081487361434905,0.030036328318333326,0.031709275583476186,0.005081487361434905,0.005081487361434905,0.005081487361434905,0.2145311947116667,0.0063981843814150015,0.005029453715485231,0.005239719809810911,0.17878785242575002,0.005081487361434905,0.39362037887595236
1996-01-29,0.0930859062021905,0.004687081576380477,0.026930959699476183,0.02307281094924047,0.004687081576380477,0.004687081576380477,0.004687081576380477,0.263675837945,0.008321172646291427,0.004630268002271475,0.004834954708470738,0.2492879529250952,0.004687081576380477,0.30272472965095254
1996-01-30,0.07975439002409522,0.004252721278308809,0.02348864152504762,0.013624070900229518,0.004252721278308809,0.004252721278308809,0.004252721278308809,0.24594841031190479,0.007731236485323332,0.004190452274056191,0.004316530591443952,0.37626851186428584,0.004252721278308809,0.2234141249362381
1996-01-31,0.07250343405938094,0.00452335947782619,0.02672552007188095,0.012850595086040953,0.00452335947782619,0.00452335947782619,0.00452335947782619,0.20854046054714281,0.012560339754710713,0.0044533452452904755,0.004636476988659523,0.4287141230595237,0.00452335947782619,0.20639890787171428
1996-02-01,0.0570618720584619,0.004000583764107856,0.022992795631880957,0.011660762247121424,0.004000583764107856,0.004000583764107856,0.004000583764107856,0.13664598389785712,0.007029449349525475,0.0039249890691720225,0.003968877144693809,0.5731636233333331,0.004000583764107856,0.16354872295373815
1996-02-02,0.03315744323970524,0.0033098464704851074,0.021778854790190462,0.007989020602827142,0.0033098464704851074,0.0033098464704851074,0.0033098464704851074,0.07677883923738095,0.004921865125948178,0.003250607766565024,0.00325281429612692,0.7146420997619048,0.0033098464704851074,0.11767923200833333
1996-02-05,0.03540891385515715,0.002347036935923571,0.02302026963285714,0.008559086458218094,0.002347036935923571,0.002347036935923571,0.002347036935923571,0.07382914440014285,0.004847539926071855,0.002319462765139166,0.002355187363627309,0.6483018085714287,0.002347036935923571,0.18962340619888102
1996-02-06,0.03507881426901427,0.002211674344256834,0.02847327771238095,0.005362928077119286,0.002211674344256834,0.002211674344256834,0.002211674344256834,0.08191108146166665,0.0046909295473200946,0.0022071022606986045,0.0023004539933063946,0.5828211591904762,0.002211674344256834,0.24609588155973816
1996-02-07,0.04021270621523809,0.002813066043252048,0.03431521095547619,0.007635322455230477,0.002813066043252048,0.002813066043252048,0.002813066043252048,0.08820902687499999,0.005709548638914762,0.0028124331841040255,0.0030356021850456165,0.5366898334642857,0.002813066043252048,0.26731498554107147
