,US10Y,US2Y,US5Y,DE10Y,DE2Y,DE5Y,FR10Y,IT3Y,AU10Y,AU3Y,JP10Y,GB10Y,KRW3Y,CAD10Y
1995-01-11,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998,0.07142857499999998
1995-01-12,0.06138405267112903,0.1114577807389546,0.13657827262208233,0.07102809767201719,0.035750931726045855,0.07859866632372059,0.035750931726045855,0.035750931726045855,0.07383057259425066,0.11769578193707034,0.06495247267807316,0.06757493605964968,0.035750931726045855,0.07389563909625863
1995-01-13,0.04967090548798559,0.1376694305266669,0.1726794396629763,0.06096751154419572,0.023604712255614498,0.07188969249064615,0.023604712255614498,0.023604712255614498,0.06763482292657044,0.14009367966519023,0.06007461196835436,0.06411392336709563,0.023604712255614498,0.08078713477099937
1995-01-16,0.04334089166796266,0.1389744473365052,0.17996810620493509,0.053704146059788585,0.02001550574895264,0.06413621094985124,0.02001550574895264,0.02001550574895264,0.06686388156889507,0.16328950799622968,0.0601406914140991,0.06449434792938258,0.02001550574895264,0.08502573224095628
1995-01-17,0.04034655795379561,0.1364396290731786,0.1773609373117862,0.05064906877592651,0.01890495407539343,0.06078563703420279,0.01890495407539343,0.01890495407539343,0.06686692170605757,0.17411835579128088,0.06623629941017742,0.06394643524041423,0.01890495407539343,0.08763034618166515
1995-01-18,0.03992378696219179,0.13235031540194772,0.1727139269589957,0.051866439727671784,0.01836018738065604,0.0633733817443954,0.01836018738065604,0.01836018738065604,0.06299687355663887,0.17927810571864494,0.06858982245839755,0.06524790685428718,0.01836018738065604,0.09021870733483235
1995-01-19,0.03875644135673427,0.1256309629097367,0.16691375639283662,0.05318359808345214,0.017779579927659914,0.06532563198551972,0.017779579927659914,0.017779579927659914,0.06240565885247754,0.18134689122384923,0.07425508079531914,0.06807797089434137,0.017779579927659914,0.09298567851531638
1995-01-20,0.036798401135001546,0.1188765131547687,0.15852352957390647,0.05194462506320183,0.017200850046973526,0.06476222284917715,0.017200850046973526,0.017200850046973526,0.06598924017563529,0.18845079873636908,0.07844883771452649,0.07023862833289234,0.017200850046973526,0.0971638031354016
1995-01-23,0.03580057985245841,0.11759140965942108,0.15656679293828657,0.049567659218010506,0.016775455275219422,0.062264848789477294,0.016775455275219422,0.016775455275219422,0.06588438492858657,0.18704312499582462,0.08552847448237214,0.07041860581079372,0.016775455275219422,0.10223233233329962
1995-01-24,0.036415019587150134,0.11815377321299536,0.15563647394112035,0.047537804914393474,0.016399265111991496,0.05799436062972988,0.016399265111991496,0.016399265111991496,0.07098412551949063,0.1846966566600254,0.09244688861735388,0.06671368067550443,0.016399265111991496,0.10382417625878851
1995-01-25,0.03878313435042305,0.11625177187276745,0.15100334663246895,0.04594355364915966,0.015973405595123603,0.05365522956881857,0.015973405595123603,0.015973405595123603,0.07693439298263216,0.1875143092544281,0.10487448430684619,0.06468234095215777,0.015973405595123603,0.09646381092393559
1995-01-26,0.04078223007268933,0.11454962744614314,0.1541352851603234,0.04428025590154088,0.015682839171170113,0.0514164460651134,0.015682839171170113,0.015682839171170113,0.07673933816415612,0.18009225691253233,0.11668012461131219,0.06668510896730043,0.015682839171170113,0.09190796630925444
1995-01-27,0.04043727434378205,0.10925380244308726,0.15321757316117676,0.042394989330304576,0.015583362369833926,0.04880969062133545,0.015583362369833926,0.015583362369833926,0.07993386613229529,0.18694195021618612,0.119948028690269,0.06880388053200166,0.015583362369833926,0.08792547930066595
1995-01-30,0.03807735840543445,0.09876570225510763,0.1462820238405071,0.042018557007970136,0.01587278769306575,0.049261338303711114,0.01587278769306575,0.01587278769306575,0.07910920446047282,0.2058812704726014,0.1243535161313087,0.06901627802001807,0.01587278769306575,0.08374362077093442
1995-01-31,0.03903720284465643,0.08785325383487236,0.1428761259184846,0.041319796866446004,0.01625169181347525,0.0473722900658894,0.01625169181347525,0.01625169181347525,0.07288249430444795,0.2254925441122203,0.1275809874733902,0.06629218145469397,0.01625169181347525,0.08428641069259504
1995-02-01,0.037642146765260884,0.0806801878626056,0.1410235074341482,0.03846092937032654,0.016299620648655838,0.04463489478278591,0.016299620648655838,0.016299620648655838,0.07946117448610533,0.24370163654943253,0.1238077024499793,0.06447141955156244,0.016299620648655838,0.0809179014607167
1995-02-02,0.03891680163023278,0.07852718494858932,0.14516396203994053,0.036338136352553396,0.016335128657747132,0.041311846323490775,0.016335128657747132,0.016335128657747132,0.0828221831480679,0.24788318202846216,0.12441278084240208,0.06130740913769828,0.016335128657747132,0.07797599486947049
1995-02-03,0.03823392064258754,0.07479735703805038,0.1495652106626765,0.03798763708479074,0.01615406386950017,0.04108776417247262,0.01615406386950017,0.01615406386950017,0.08416759561171652,0.24739994819594552,0.12426913336722098,0.06255115513225668,0.01615406386950017,0.075324010378095
1995-02-06,0.03717916561384341,0.06863473723172424,0.14059915842736911,0.036905552345492004,0.016255053062485095,0.039385232316122676,0.016255053062485095,0.016255053062485095,0.0943373002626141,0.26080451775260627,0.12618952664908015,0.06435930877927558,0.016255053062485095,0.06658530275005169
1995-02-07,0.03574045681813859,0.06939458717217302,0.1423058942825363,0.03788463413335327,0.016524032244918673,0.04124592864989799,0.016524032244918673,0.016524032244918673,0.10005414237270228,0.24635053908935944,0.13371442900184252,0.0696562019762719,0.016524032244918673,0.05755704683499848
