,GOLD,SILVER,PLATINUM,PALLADIUM,COPPER,NICKEL,ALUMINUM,CRUDE,NATUGAS,CORN,WHEAT,SOYBEAN,COFFE,COCOA,SUGAR,COTTON,BRENT,HOG,CATTLE,GASOLINE,GASOIL,FEEDER,WHEATKANSAS,SUGARICE,SOYBEANOIL,SOYBEANMEAL,LEAD,ZINC,HEATINGOIL
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0001354587865797957,1.8363380711283737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4915796864145734e-05,0.0,0.0,0.0,-7.91659689812369e-05,0.0,0.0,-0.00011036732739235485,0.0,0.0,1.6217008774080597e-05,0.00010899316261175824,0.0
2016-01-18,-4.755357318319607e-05,5.023303083426578e-05,1.3074398211644881e-05,6.088515264267901e-05,4.124223180377823e-05,3.0488072838165997e-06,1.2291299626921488e-06,-7.638156093266177e-05,-2.232300290346093e-05,2.5838461915249745e-05,2.9031572533564567e-06,9.939435673926722e-06,3.0415528036996966e-05,0.006929545112738622,-0.00010113048812167545,3.914452133639867e-05,2.6635979030490177e-05,4.1373422590924295e-05,6.757291229291692e-05,9.807340406489615e-06,-1.3723409736437633e-05,0.0002890503053211778,-7.78573769950761e-06,-0.0005810365235043425,3.228605877536849e-05,9.116575044207527e-06,4.017033951879813e-05,6.645324942643978e-05,-8.3601880842136e-05
2016-01-19,0.0005216282691717437,8.515163128164279e-06,-5.3821800862502907e-05,-4.9641421550028894e-05,-2.2682354617839763e-05,-2.960658901989224e-05,-3.2710759747790684e-05,-0.00011949007250453704,1.86648183150377e-05,5.7303842885482505e-06,-1.242265472348019e-05,-2.0682262766449566e-05,-0.00016180928783983683,-0.02829318874302799,-0.00038547260965843434,-1.840438443258356e-05,-0.00010928259241058047,-6.425935625526142e-06,-7.553338868339757e-05,-1.7112429969525548e-05,-0.0003145492510399657,-0.0003585236096862405,-3.3755615409273235e-05,-0.0032169576020909777,-1.9513841446245344e-05,-2.1527743206746632e-05,-2.989077286402357e-05,-0.000137387286933763,-0.00014839471967912471
2016-01-20,-0.0002563971688910584,-1.3967487280432227e-05,1.8571297584446986e-06,6.79267739453119e-05,4.966377011005917e-05,0.00013990957364184796,4.7230164906350186e-05,0.00012599383397487543,1.998760480564055e-05,-1.1156084089834159e-05,1.5414563859734276e-05,1.0360385663235094e-05,0.00011460783316700729,0.010345309446861461,0.000200735937000505,4.638921649621846e-06,0.00015390879677424363,5.3671026639334e-05,0.00010756360017963346,2.760798705326093e-05,0.00017920095845465981,0.0006295408837983298,2.7796237240393386e-05,0.004385569033169757,1.2091829714212888e-05,3.481888782299556e-05,4.6059949536409204e-05,0.00014956823731844106,0.00012494832082148347
2016-01-21,-5.1220413957846755e-05,-8.305767960355538e-06,6.593194217328256e-05,5.836789401449837e-06,7.984414933558582e-06,-3.0723446430262966e-05,-3.917499402113088e-06,0.0003077801085384083,2.4591577065277348e-06,2.0355083826361357e-05,1.877473863773662e-06,-4.556739268143953e-06,6.860862148192796e-05,0.0039460288412634745,-2.1369748046201718e-05,1.4270029147485202e-05,0.0004008916200632078,-4.110952163829055e-05,6.3984875583807e-05,0.00010834303650256886,0.00039480943344881827,0.0004687584170297318,-4.85079856820356e-06,0.000606733658859333,5.2125095188692005e-05,-5.306106093450314e-05,-2.8232236451141568e-06,4.3030074535178735e-05,0.0004144415477499826
2016-01-22,0.00029862937114966354,4.3262587403215085e-05,0.00016692895958600365,-6.192022896922877e-05,-6.254666114696009e-06,-0.00013328798135997774,-1.947446318809842e-05,-0.00020708744220022276,1.7109957141605518e-05,-2.738831906657459e-06,2.6509003675747674e-05,9.565997132169212e-06,1.987513417412785e-05,-0.011586054520965202,-0.0002283276069903473,-3.4844004059785596e-05,-0.00018002512259646108,3.043323679426997e-05,-2.349274204065181e-05,-0.00011176082483956776,-9.42069647028557e-05,-1.4787147833029946e-05,2.369919941596041e-05,-0.0038123863627549234,-5.188374200649309e-06,5.7310956258798524e-05,-2.302354581228414e-05,3.63168210421625e-05,-0.00021589094277318994
2016-01-25,0.0004857740213133121,6.800295922662255e-05,8.232414209174116e-05,1.1591468659939412e-05,5.5608867930144395e-05,0.00011744875580318137,6.513167565961938e-05,0.000125139241950925,3.512117448064195e-06,-3.872811844131637e-06,1.4654683218702574e-05,-9.506130064403358e-06,1.102436229134515e-05,0.0021026176045197483,-5.743542499710518e-05,-8.123528404535166e-06,0.00013012224209262637,4.716341202910562e-05,6.233787978904574e-05,3.48135141688956e-05,7.507563029206615e-05,0.00018441885035442237,2.2672115506774185e-05,-0.000829499845702288,2.7752092117874907e-05,-3.585839227846508e-05,3.830626207842925e-05,0.0005036236797044027,9.597805838347126e-05
2016-01-26,-0.00014203161929856104,-2.3988226118094265e-05,3.0371258107454305e-05,7.027872886626454e-05,3.709419617117161e-05,-1.8643389996661258e-05,0.00011174130941331698,8.957792712274404e-05,-1.1720603627523878e-06,0.0,-3.748121986753988e-05,1.647581035209648e-05,6.472300943805668e-05,-0.013675701908084878,-0.00030659875179761217,-2.2955410367211955e-05,0.00012892663028389608,6.334267916954328e-05,0.00010313187681358032,-3.320412003801531e-06,0.0001170209171534904,8.161787185661325e-05,-7.905201029203138e-05,-0.0026945978193105187,1.2524973445755326e-05,3.6911018154530565e-05,2.3481367917570868e-05,0.00015966442801653254,0.0001634317925245197
2016-01-27,-6.051270862587465e-06,-5.8727788511959904e-05,-9.535744123622116e-05,-7.808285746238225e-05,-1.7588728861056604e-05,-0.00011378313707082525,-4.7134993225367653e-05,9.354286962257819e-05,3.0197549640768936e-05,-2.846993092139607e-05,-1.945241357656034e-05,-3.981997252981345e-05,4.072362446077704e-05,0.005702459650220657,-0.00022690265869618518,2.1628969327001366e-05,7.971722704050958e-05,-4.650784672427543e-06,-1.0622116757664019e-05,7.685474667781923e-05,0.00020643941347745453,-5.9718070239880054e-05,-2.6105898658782837e-05,-0.004514308860006373,-1.772726561041005e-05,-8.035153537421689e-05,9.133292187995904e-06,-0.00023721851552516518,2.220692892703421e-05
2016-01-28,1.2565235440503515e-05,2.7940600756551814e-06,4.839474891932541e-05,5.4597998887804434e-05,2.281399552770839e-05,6.588300693226662e-05,1.5323168417715943e-05,3.966811401047866e-05,0.00014190538798357355,5.450984845108954e-05,3.3906198986337556e-05,3.998526162797365e-05,-0.00012473797477701305,-0.005999366631316371,-6.987715780517818e-05,-9.86034707408051e-06,0.00011222303953455784,3.5793409972330106e-05,-5.7062791478851195e-06,7.36448351756553e-05,-4.990075486463059e-05,-0.0002585757539937515,7.587593414943259e-05,-0.00014090441091777717,1.9496735282340806e-05,8.136762908352739e-05,7.248011960190463e-05,0.00029227291346520587,0.00010245775696705772
2016-01-29,0.0004088401315901568,4.05410783518861e-05,-3.751405845339099e-05,3.400059591099141e-05,-1.82489839667484e-05,-0.0004420431444363294,1.2723998757322123e-05,-0.0001983382027786329,-0.0001749105352492042,-7.381513007755948e-06,-2.0980056680397957e-05,-4.43881539705914e-06,6.73037308520763e-05,0.021363124877518402,-0.00018520782175646374,3.1231301892914896e-05,-0.000172317226547555,-3.799119390717493e-05,1.7715335831219596e-05,-0.0001154698544528473,-8.023296068732728e-05,6.160569727762308e-05,-5.984020688962381e-05,-0.0031543735620988746,-1.235892878049704e-05,-2.111513247347666e-05,2.1558360051776584e-05,0.00012895311732093173,-0.0001330435081724809
2016-02-01,-2.8293059458257777e-05,-2.5874411869352124e-05,-0.00015166511835643773,-0.00010803784994445678,-7.32997676094649e-07,-0.00022061145565163587,-7.432971921117853e-05,-0.000188022783332101,-0.00017111386281775417,1.1862813942464356e-05,0.0,1.7261133003999683e-05,0.00010618370058609419,-0.02012986381085701,9.340635904387923e-05,2.550586750183123e-05,-0.00016944100666797758,-0.00012543476640468335,1.5162682988718009e-05,-0.00020841339266940465,-0.00012991147694081998,7.838311736625417e-06,-1.8737196660649036e-05,0.00042026847370210706,2.7317419548186687e-06,5.789884012597741e-05,3.8696023987586437e-05,0.00013343333665111415,-8.979362362661503e-05
2016-02-02,0.00048708276854744336,0.0002467727731583673,0.00033809341708810573,0.00026335231937353327,6.94790253712339e-05,0.0005519997186406947,8.098949478844246e-05,0.0002850882675239134,1.9643465988967666e-05,-1.3409500910159163e-05,2.7793875981219605e-05,-2.9704372908638395e-05,8.717795223562089e-05,0.014446219320594486,-5.755456492345174e-05,-2.027860524562139e-05,0.000289901190437607,7.327736025492626e-05,5.060338441313577e-05,3.714599577759533e-05,0.00020969597714145445,9.435887401828009e-06,4.621044178260734e-05,-0.0021866807002125298,2.298678170542525e-05,-7.465883864095806e-05,5.8630742312913347e-05,0.00010177138324128426,0.0002510616899410322
2016-02-03,0.0005577304104338218,6.27201388757224e-05,0.0004360029821335652,5.419428596418345e-07,6.651949368263116e-05,0.00012188392911432524,2.9695792584888206e-05,-6.440494088337017e-05,-0.00010534243591301365,-2.4468197256144802e-05,-4.292324038809896e-05,-7.335954883443709e-06,8.106290729617698e-05,-0.013380673919372992,0.0,-9.71704995220659e-05,-7.08816711211276e-05,8.60592822046789e-05,-6.137773380936276e-06,4.45682328754171e-05,0.0001275594879790846,-0.00012330150361815223,-0.00013657581003779885,-0.004712308327346259,3.096286269173437e-05,-4.3171219917449706e-05,1.3156325929609303e-05,8.26404072327364e-05,6.609946291512379e-06
2016-02-04,5.949001774126837e-06,-3.339651139376299e-05,-5.129222605237681e-05,-0.0002046313143569705,-5.374241203190629e-05,-0.0020646147683309984,-0.00013301667845026378,-9.949162612786315e-05,0.0001585732743731268,-2.65198147350682e-05,-3.9060902147314116e-05,-2.2792842461907115e-05,-0.00013368945361931075,0.0014153899841386924,0.00019577994065567153,-1.4709921164505008e-05,-5.1533368541317814e-05,9.144668451263396e-06,-7.543112937138816e-05,-0.0001108011818586853,-9.156166311858336e-05,-0.00020947982002030453,-0.00010602310316287157,0.0026081222743545534,-1.0509582727278296e-06,-4.7874830345167735e-05,-5.514533153704278e-05,-0.00015435921847642867,-7.74361421568263e-05
2016-02-05,0.0013255505070863313,0.00027921848039999997,0.0004591998994657287,0.00028127661423124015,-2.5261990687041955e-05,0.0004105332803569445,6.569797779105728e-06,-0.00015104223539514518,0.00014259084680007098,-3.6838257176087116e-05,-5.8773865123028785e-05,-1.6730620900382074e-05,-0.00022549875814850687,0.015047908751117077,8.530211904611088e-05,-1.9922276398488552e-05,-0.0001598599796530118,-0.00013456602382667346,-0.00019965810182737188,-0.00011784153019237182,-1.6583864751576912e-05,-0.00033218318885095343,-0.0001922788067725827,0.0038484673203262264,-6.815365735992838e-05,-9.985200396389717e-06,9.75252861503362e-05,0.0001777270846749961,-4.740046778042502e-05
2016-02-08,2.3141764279510038e-05,8.796799856781779e-06,0.00021900629545815845,-2.376374672046853e-05,-0.00011859110295242107,-0.0014869425238781986,-6.751114997290894e-05,-0.00024597983468795207,-9.24727774270469e-05,-1.4719007321858102e-05,-8.086120355881882e-06,2.788738069074014e-06,-5.280031243437285e-05,-0.0014706258311839963,-2.827338219957268e-05,-5.2727584042617056e-05,-0.0003858156755732471,-3.7426047487652e-05,-1.862383024820118e-05,-0.00020535792889891686,-0.00028410937485765105,-2.3493121157914844e-05,-1.3849948254137042e-05,0.001183859274091497,-8.418231420571132e-06,-3.023425946046066e-05,-2.9586393680213314e-05,-0.00013770249501320636,-0.00027895394772581105
2016-02-09,-0.00012645026923770481,-4.974293859412403e-05,-7.131748720007497e-05,0.00014782301463949513,-3.0389723127334437e-05,-0.004249664717258882,-3.28599756113419e-06,-7.604931540546469e-05,-0.0001156638288112018,-8.124079492603339e-06,3.176182202458165e-05,-3.664766673721026e-06,0.0,-0.0005398565690349505,-4.732400984629383e-06,1.3108195452637647e-05,8.800074193462784e-05,-0.0005096163650587743,5.289372030543952e-05,0.00017121654274779462,-0.00019134011620005573,0.00015522009633653797,-1.1209857663026911e-05,-0.000990180486631731,5.739198492211522e-05,-4.657924377624948e-05,-8.68978200453805e-06,9.13829566128577e-05,0.0
2016-02-10,0.0016569446778513877,0.0001425034312214495,0.0002713043511380394,-4.04229951264444e-06,-4.942181895694588e-05,-0.0066547816032210185,1.6775489355338062e-05,-0.00019900532432435032,-0.00011397646686612048,0.0,-2.5628249806531495e-05,4.2889976062158814e-05,-0.000100499234454047,-0.0057738420831936815,-0.00013533297746482812,-2.4592312812548696e-05,-0.00012892763802085951,0.0004395310096343525,-0.00016832876075977842,-3.010895589364677e-06,3.554980928650025e-06,-6.30326446467342e-05,-2.0127392181659132e-05,-0.008309988721759557,0.00011361783406356707,5.864629707191418e-05,6.445164141769261e-05,-7.456824039279793e-06,1.8148614408995008e-05
2016-02-11,-0.00025293578132518156,-1.1838593313692557e-06,-4.0569505576353315e-05,3.8989582559892086e-05,5.847769786757788e-05,0.005305543138830098,5.401076222691345e-05,0.0005784463228247606,-6.321790006096356e-05,-1.8570280399759537e-05,-6.42167475830034e-06,-3.095942742868874e-06,0.00014888368759075898,0.007970857468595736,3.4791608140715174e-05,2.6701571909636477e-05,0.0005734884850566187,0.00033681579716494383,-2.8227764051084156e-05,0.0003910355155829231,0.0004914714772304414,-1.3574435633796466e-05,7.367277189221941e-06,-0.001835468465519678,4.85285913408232e-05,-3.772609340977202e-05,4.329839421330352e-05,-3.03177390160356e-06,0.00040792515352861285
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.009536364641759266,4.870644271402815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.994683580057174e-06,0.0,0.0,0.0,1.3680331754693569e-05,0.0,0.0,0.0012332374091490671,0.0,0.0,-6.0800486288029254e-05,-9.661789435998173e-05,0.0
2016-02-15,-0.0010568910377504832,-0.00011814916802011462,-9.799790787670774e-05,-0.0002581978181176157,6.454741601403293e-05,0.001365020398469319,3.4815244448495054e-05,-0.0001493356795361514,-0.00016125817938403842,4.811372119739397e-05,5.9612058687155034e-05,2.732418454531101e-05,-3.011847976273188e-05,-0.004379587140255333,2.867566566620662e-05,5.8222000373517026e-05,-0.00020116730365429215,-0.00010077930597970432,0.0001917609002289005,-0.00025387688295241343,-0.00012649825925919311,0.00026008264236414703,0.00019293828460563507,-0.0039913497186662445,-5.9118159231276173e-05,6.335615236629483e-05,-0.00013175793417505074,-0.00012854286372477623,-0.00018273595168401144
2016-02-16,0.00011832095556827341,1.2232160356295153e-05,5.253590057636993e-05,8.957898208699041e-05,6.632324426663353e-05,0.001117212007605999,-5.025747903732576e-06,0.0003196550410587946,0.00010705787266930542,4.415836770180237e-05,3.421732520101878e-05,1.0621278600353113e-05,-2.4988975942779047e-05,0.00540432860372662,-2.3888652898339612e-05,-9.48080591939105e-06,0.0004060912519491244,0.0005749422349564761,7.960014923668258e-05,0.0001230693386550806,0.0002800578194783935,8.308150046300265e-05,7.58082708817255e-05,-0.0013442610393275785,0.00013539197797715573,-2.6159232410291e-05,-0.00021912692230382098,-8.213844779064104e-05,0.00026309983393370067
2016-02-17,0.000566310137453386,1.4544844500410738e-05,-1.7022882868291563e-05,-0.00016095469961181704,-4.822646613699264e-06,-0.0009026243674871758,3.4011153885344577e-06,-7.780631855689205e-06,-0.00023170065181659069,-1.7443567302099698e-05,-5.1209807524872393e-05,-1.081425527777311e-05,-2.964717343938864e-05,0.004464661328017184,-0.00015458468673492333,7.943454427879627e-06,-3.723141051220009e-05,-0.0002720343052255586,5.558071890931223e-05,-0.00011698782429515643,1.0224410305378163e-05,2.747866898091859e-05,-1.6623766284489316e-05,-0.0025777849826928824,-5.8646266714330255e-05,-3.3675198125336886e-06,-4.473481491029586e-05,0.00034959461889927943,-3.51764757567205e-05
2016-02-18,0.00018058409154321264,-1.4148792711196627e-05,0.0,-8.526782513046602e-05,6.726670510481431e-06,0.003401300445060944,9.10177150477978e-05,-0.00017131316705701306,-0.00017196475903574163,0.0,-4.8087233503478125e-06,-5.39643893310073e-06,2.5426108527670063e-05,-0.007980328142299362,-0.00010833153423598777,-8.291904859626947e-06,-0.00022131652982923964,-0.00172806520012223,-2.5423473942543204e-05,-5.203620561543626e-05,-0.00024076333083735365,-3.5391166941075154e-05,9.154199243279374e-05,-0.000948229652688508,-0.00018416350131515916,2.401178565523268e-05,1.9181611218866208e-05,0.0003244023323495126,-0.00021653281290678176
2016-02-19,-0.0008667274848245161,-4.3451830003254326e-05,-7.292868493273629e-05,-6.8929498141422695e-06,9.407556501823929e-05,0.0023425016053628517,6.101537054588807e-05,0.0002430660023650887,-1.5462495688043877e-05,2.789686851792202e-05,-2.155147700631001e-05,1.4026976845807308e-05,0.00023298797904908308,0.0032611540579489734,3.7885475380108685e-05,-4.414249322143728e-05,0.00030072152904112487,0.00033728266281707466,4.105031996874398e-05,0.00014405567847538604,0.00017221207039464629,-3.649102515785047e-05,-6.41898008656351e-05,0.0027905530145792812,4.8403540587520525e-05,1.6526245069941831e-06,-4.042449395868083e-06,0.00027485524387534517,0.000126121498155961
2016-02-22,0.0005874107224639652,1.286716705974571e-05,6.458948878407897e-05,1.4544162431741567e-05,-2.4519077103694367e-05,-0.0018500896778092775,-6.565359241742033e-05,-0.00020951225466982708,-0.00013854201761455073,-5.3195280074466055e-05,-8.346664822851738e-05,-4.633722444985208e-05,-7.89156795522996e-05,0.0013607143823612376,0.0005260963957753409,-3.7051348627021445e-05,-0.00022146584335275366,0.0007350014638903493,5.9031425350878906e-05,-9.854892107945371e-05,-0.00024976557710978655,0.0001077566882454647,-0.0002154965234831761,0.012958731090688494,-0.0003288116047273321,-4.5410821491117034e-05,-6.227055714181453e-05,-0.0003657367652356139,-0.00012512601436192355
2016-02-23,0.000871158340483065,1.0840110763985548e-05,6.994508624353262e-07,-0.00015825107968677133,-1.7891029107932748e-05,-0.0009353780317971094,4.1971484935472795e-05,3.851111142666414e-05,2.6339484769374453e-05,-2.0312686745341575e-05,-4.946734430493144e-05,-3.3379474814791704e-06,-0.00012841975806315853,0.005555262621457437,-9.332936346770127e-06,-3.11406547435921e-05,0.00018751848789607095,0.001706548915379696,4.2318124616788836e-05,0.00017110640915399508,3.2363816109953802e-06,4.901384306583601e-05,-8.489144281919358e-05,0.0015668239206346767,7.217112613774159e-05,8.255408270594105e-06,-6.341027303793862e-05,0.00014500449654373062,0.00013527374312308742
2016-02-24,-2.002745278853531e-05,-2.7260673907355802e-05,-5.984333127932453e-05,-4.767179738398315e-05,-5.617899148402193e-05,-0.001725074400310692,-2.2488600439058874e-05,0.00012351684513196894,-0.0002690546746957402,-3.6582775709031497e-05,3.3978459696228626e-05,-2.8703268238531887e-05,-4.920887044956027e-05,0.002574989072735242,0.0001755113247336565,1.846537345211701e-05,0.00010060189154697384,-0.0004799758627235062,7.726949133896637e-05,0.00010189629361817406,7.96882896573091e-05,6.39021303571806e-05,8.912221327395754e-05,0.0030262077256274097,-9.521956061382492e-05,-5.168754525773528e-05,-6.315805298164854e-06,-0.00024476450141502546,3.817774100088699e-05
2016-02-25,-0.0009992082378731354,-0.00010491914722918786,-4.184075329828108e-05,-1.3177880599088404e-05,9.85811699866532e-05,0.0013930857668642766,7.049417198438029e-06,-3.810294824802444e-05,3.455094195116026e-05,-9.349237461791707e-06,-2.557614752619638e-05,-9.38935509997866e-06,-5.2616491605194506e-05,-0.008279978968201552,-0.0001020940912528612,-1.1789150438833659e-05,-4.088288964972138e-05,-0.0004043045997992422,-2.4115221172653043e-05,-4.63602976336507e-05,0.00027500765824627576,-2.3800592565296743e-05,-7.161647303486634e-05,-0.000938416565816353,0.00010247024653302486,-5.8862690968302316e-05,0.00022134950873878143,0.0003342998875435692,-6.2340169415818e-05
2016-02-26,0.0007643388308622525,4.6174672408089646e-05,6.644566636122655e-05,0.00015218923021917662,1.3521326237930847e-05,0.0002326668805104791,2.6177435047526917e-05,0.00013018018555968112,-0.0004807743403657272,-2.39951378506288e-05,1.5371869088524636e-05,-1.0246595744665205e-05,-7.824085925329889e-06,0.009499804853579057,0.00019497305738692071,-5.644439594427289e-05,0.0001719090161307493,-0.0012893692715871242,-1.826625091463e-06,6.961027183412592e-05,-1.1236504814879217e-05,-2.826427279052233e-05,7.95603988484794e-05,0.0017342473643939327,-0.000106398455769771,5.5909961381481927e-05,2.7253584277953054e-05,7.091859044251782e-05,9.238404461780621e-05
