Dates,AUD,BRL,CAD,CHF,COP,CZK,EUR,GBP,HKD,HUF,IDR,INR,JPY,KRW,MXN,MYR,NOK,NZD,PEN,PHP,PLN,RUB,SEK,SGD,THB,TRY,TWD,ZAR,,,,,,,,,
14/10/1998,104.2669,#N/A N/A,99.5849,103.799,#N/A N/A,#N/A N/A,101.1934,102.2773,99.8319,#N/A N/A,#N/A N/A,#N/A N/A,96.565,#N/A N/A,#N/A N/A,#N/A N/A,99.128,101.9797,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.4036,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.9797,,,,,,,,,
15/10/1998,105.0686,#N/A N/A,99.7468,104.574,#N/A N/A,#N/A N/A,102.4542,102.5791,99.8253,#N/A N/A,#N/A N/A,#N/A N/A,99.0416,#N/A N/A,#N/A N/A,#N/A N/A,98.7479,102.6957,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.5547,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.2153,,,,,,,,,
16/10/1998,104.1814,#N/A N/A,99.3917,105.2017,#N/A N/A,#N/A N/A,102.4905,102.2085,99.8283,#N/A N/A,#N/A N/A,#N/A N/A,99.4805,#N/A N/A,#N/A N/A,#N/A N/A,101.1515,101.4065,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.4883,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5609,,,,,,,,,
19/10/1998,103.3596,#N/A N/A,99.4113,104.4725,#N/A N/A,#N/A N/A,102.1355,102.0181,99.8299,#N/A N/A,#N/A N/A,#N/A N/A,100.2205,#N/A N/A,#N/A N/A,#N/A N/A,101.174,100.7793,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.4569,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.6864,,,,,,,,,
20/10/1998,103.4731,#N/A N/A,99.8767,102.9819,#N/A N/A,#N/A N/A,101.3724,102.5903,99.8227,#N/A N/A,#N/A N/A,#N/A N/A,98.6596,#N/A N/A,#N/A N/A,#N/A N/A,101.2385,100.0956,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.2289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5816,,,,,,,,,
21/10/1998,102.9468,#N/A N/A,99.3916,102.2827,#N/A N/A,#N/A N/A,101.0088,101.7872,99.8174,#N/A N/A,#N/A N/A,#N/A N/A,97.8512,#N/A N/A,#N/A N/A,#N/A N/A,101.7354,99.6198,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.3628,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.459,,,,,,,,,
22/10/1998,102.7648,#N/A N/A,99.4564,103.3366,#N/A N/A,#N/A N/A,101.5215,101.8191,99.8214,#N/A N/A,#N/A N/A,#N/A N/A,97.5767,#N/A N/A,#N/A N/A,#N/A N/A,102.667,99.7511,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5127,,,,,,,,,
23/10/1998,101.451,#N/A N/A,99.4243,103.4371,#N/A N/A,#N/A N/A,101.7617,101.3402,99.8191,#N/A N/A,#N/A N/A,#N/A N/A,97.0395,#N/A N/A,#N/A N/A,#N/A N/A,102.9087,99.5592,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.7235,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.0981,,,,,,,,,
26/10/1998,100.9573,#N/A N/A,99.8121,101.63,#N/A N/A,#N/A N/A,101.1345,100.0023,99.8221,#N/A N/A,#N/A N/A,#N/A N/A,95.9098,#N/A N/A,#N/A N/A,#N/A N/A,102.2459,98.402,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.1363,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2716,,,,,,,,,
27/10/1998,101.3982,#N/A N/A,99.4307,102.9832,#N/A N/A,#N/A N/A,100.2949,100.7428,99.8358,#N/A N/A,#N/A N/A,#N/A N/A,97.0394,#N/A N/A,#N/A N/A,#N/A N/A,102.4114,99.1944,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.3223,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.8862,,,,,,,,,
28/10/1998,101.1667,#N/A N/A,99.7472,102.6242,#N/A N/A,#N/A N/A,100.3482,100.6244,99.8443,#N/A N/A,#N/A N/A,#N/A N/A,97.1959,#N/A N/A,#N/A N/A,#N/A N/A,102.0147,99.0027,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.8816,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.4696,,,,,,,,,
29/10/1998,102.346,#N/A N/A,99.238,102.8606,#N/A N/A,#N/A N/A,100.7331,100.8063,99.8738,#N/A N/A,#N/A N/A,#N/A N/A,97.9276,#N/A N/A,#N/A N/A,#N/A N/A,102.1627,99.9654,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.5614,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.7001,,,,,,,,,
30/10/1998,102.475,#N/A N/A,99.521,102.4039,#N/A N/A,#N/A N/A,100.4039,100.6518,99.896,#N/A N/A,#N/A N/A,#N/A N/A,98.7135,#N/A N/A,#N/A N/A,#N/A N/A,103.4037,100.1901,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.6876,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.0003,,,,,,,,,
02/11/1998,102.2759,#N/A N/A,100.2031,102.4043,#N/A N/A,#N/A N/A,100.7208,99.9383,99.9032,#N/A N/A,#N/A N/A,#N/A N/A,99.7467,#N/A N/A,#N/A N/A,#N/A N/A,102.9841,100.2633,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.0579,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.2321,,,,,,,,,
03/11/1998,102.6184,#N/A N/A,100.6695,101.8463,#N/A N/A,#N/A N/A,100.2383,99.6869,99.9184,#N/A N/A,#N/A N/A,#N/A N/A,99.3835,#N/A N/A,#N/A N/A,#N/A N/A,102.1863,100.9041,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.1531,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.6049,,,,,,,,,
04/11/1998,103.5348,#N/A N/A,101.0073,101.2351,#N/A N/A,#N/A N/A,99.5857,99.6094,99.93,#N/A N/A,#N/A N/A,#N/A N/A,97.8285,#N/A N/A,#N/A N/A,#N/A N/A,101.7354,101.6581,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.7694,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.3924,,,,,,,,,
05/11/1998,103.5823,#N/A N/A,100.7618,101.1981,#N/A N/A,#N/A N/A,100.2507,99.7055,99.9578,#N/A N/A,#N/A N/A,#N/A N/A,96.8429,#N/A N/A,#N/A N/A,#N/A N/A,102.506,102.0715,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.4319,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.5869,,,,,,,,,
06/11/1998,104.2198,#N/A N/A,100.1633,100.1937,#N/A N/A,#N/A N/A,100.0061,99.7716,99.9481,#N/A N/A,#N/A N/A,#N/A N/A,96.119,#N/A N/A,#N/A N/A,#N/A N/A,102.218,101.8794,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.0714,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.0475,,,,,,,,,
09/11/1998,104.2342,#N/A N/A,100.0845,99.01,#N/A N/A,#N/A N/A,98.5036,99.8496,100.0051,#N/A N/A,#N/A N/A,#N/A N/A,93.8313,#N/A N/A,#N/A N/A,#N/A N/A,101.2282,101.3461,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.8163,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.5958,,,,,,,,,
10/11/1998,102.9362,#N/A N/A,99.455,99.6669,#N/A N/A,#N/A N/A,98.6924,99.6692,100.0114,#N/A N/A,#N/A N/A,#N/A N/A,93.6692,#N/A N/A,#N/A N/A,#N/A N/A,101.2217,100.1887,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.1961,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.1817,,,,,,,,,
11/11/1998,103.6722,#N/A N/A,99.3837,99.9191,#N/A N/A,#N/A N/A,99.0257,99.8133,99.9489,#N/A N/A,#N/A N/A,#N/A N/A,93.9611,#N/A N/A,#N/A N/A,#N/A N/A,100.9989,100.6775,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.1127,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.1599,,,,,,,,,
12/11/1998,104.6052,#N/A N/A,99.4025,99.4875,#N/A N/A,#N/A N/A,98.1609,99.7771,99.9985,#N/A N/A,#N/A N/A,#N/A N/A,93.6983,#N/A N/A,#N/A N/A,#N/A N/A,100.6913,101.3371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.2072,,,,,,,,,
13/11/1998,104.3905,#N/A N/A,99.1327,99.6383,#N/A N/A,#N/A N/A,98.35,100.0118,99.9703,#N/A N/A,#N/A N/A,#N/A N/A,93.0869,#N/A N/A,#N/A N/A,#N/A N/A,101.0867,101.5428,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.1286,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.5252,,,,,,,,,
16/11/1998,104.0444,#N/A N/A,99.0298,100.3622,#N/A N/A,#N/A N/A,99.6858,100.7816,99.978,#N/A N/A,#N/A N/A,#N/A N/A,94.903,#N/A N/A,#N/A N/A,#N/A N/A,101.2255,101.3315,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.4288,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.2083,,,,,,,,,
17/11/1998,104.0263,#N/A N/A,99.3113,100.4423,#N/A N/A,#N/A N/A,99.5265,100.6437,99.9713,#N/A N/A,#N/A N/A,#N/A N/A,94.4627,#N/A N/A,#N/A N/A,#N/A N/A,101.9032,100.5529,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.1433,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.7229,,,,,,,,,
18/11/1998,105.5661,#N/A N/A,98.8758,100.0281,#N/A N/A,#N/A N/A,99.5968,100.3136,99.9681,#N/A N/A,#N/A N/A,#N/A N/A,93.6489,#N/A N/A,#N/A N/A,#N/A N/A,101.5543,101.7592,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.8885,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.2654,,,,,,,,,
19/11/1998,105.3838,#N/A N/A,99.1946,99.5522,#N/A N/A,#N/A N/A,98.8858,99.9954,99.9776,#N/A N/A,#N/A N/A,#N/A N/A,95.2258,#N/A N/A,#N/A N/A,#N/A N/A,100.8542,101.9442,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.4645,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.9055,,,,,,,,,
20/11/1998,105.333,#N/A N/A,99.2903,99.0881,#N/A N/A,#N/A N/A,98.3448,99.5932,100.0067,#N/A N/A,#N/A N/A,#N/A N/A,94.8379,#N/A N/A,#N/A N/A,#N/A N/A,101.1349,101.5807,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5826,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.4122,,,,,,,,,
23/11/1998,104.4458,#N/A N/A,99.1232,98.3124,#N/A N/A,#N/A N/A,97.4556,99.5818,99.9965,#N/A N/A,#N/A N/A,#N/A N/A,94.2424,#N/A N/A,#N/A N/A,#N/A N/A,101.0556,100.3844,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.1846,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.0186,,,,,,,,,
24/11/1998,105.3784,#N/A N/A,99.0651,98.1035,#N/A N/A,#N/A N/A,97.4413,99.781,99.9938,#N/A N/A,#N/A N/A,#N/A N/A,94.2187,#N/A N/A,#N/A N/A,#N/A N/A,100.9576,101.1559,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.3537,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.2445,,,,,,,,,
25/11/1998,104.8845,#N/A N/A,99.7858,97.9023,#N/A N/A,#N/A N/A,97.4185,99.8417,99.9858,#N/A N/A,#N/A N/A,#N/A N/A,93.7384,#N/A N/A,#N/A N/A,#N/A N/A,100.5648,100.3764,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.2976,,,,,,,,,
26/11/1998,104.2102,#N/A N/A,99.8177,98.1051,#N/A N/A,#N/A N/A,97.4721,99.8242,99.9945,#N/A N/A,#N/A N/A,#N/A N/A,93.3621,#N/A N/A,#N/A N/A,#N/A N/A,100.6002,100.4292,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.9125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.1221,,,,,,,,,
27/11/1998,103.8313,#N/A N/A,99.9405,97.6618,#N/A N/A,#N/A N/A,97.2029,99.3132,100.0032,#N/A N/A,#N/A N/A,#N/A N/A,92.7164,#N/A N/A,#N/A N/A,#N/A N/A,100.0697,100.1602,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.3572,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.0401,,,,,,,,,
30/11/1998,103.0752,#N/A N/A,100.0439,98.9938,#N/A N/A,#N/A N/A,98.1733,99.1147,100.0054,#N/A N/A,#N/A N/A,#N/A N/A,92.791,#N/A N/A,#N/A N/A,#N/A N/A,100.8619,99.2104,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.782,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.3186,,,,,,,,,
01/12/1998,103.7129,#N/A N/A,100.2717,99.797,#N/A N/A,#N/A N/A,98.9312,99.5118,99.9834,#N/A N/A,#N/A N/A,#N/A N/A,93.5742,#N/A N/A,#N/A N/A,#N/A N/A,101.3915,99.3952,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0489,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.0374,,,,,,,,,
02/12/1998,103.2354,#N/A N/A,100.225,100.9522,#N/A N/A,#N/A N/A,99.2477,100.2941,99.9753,#N/A N/A,#N/A N/A,#N/A N/A,95.0558,#N/A N/A,#N/A N/A,#N/A N/A,101.9351,99.5228,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.8189,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.7137,,,,,,,,,
03/12/1998,102.3481,#N/A N/A,99.8201,101.5025,#N/A N/A,#N/A N/A,99.1483,100.3599,99.9815,#N/A N/A,#N/A N/A,#N/A N/A,96.6594,#N/A N/A,#N/A N/A,#N/A N/A,102.2355,99.2912,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.3603,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.2274,,,,,,,,,
04/12/1998,101.1166,#N/A N/A,100.0142,100.7909,#N/A N/A,#N/A N/A,99.0991,100.2511,99.9782,#N/A N/A,#N/A N/A,#N/A N/A,96.0159,#N/A N/A,#N/A N/A,#N/A N/A,101.8881,98.511,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.415,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.2312,,,,,,,,,
07/12/1998,101.5902,#N/A N/A,99.8183,100.0673,#N/A N/A,#N/A N/A,98.999,99.3897,99.9642,#N/A N/A,#N/A N/A,#N/A N/A,94.9359,#N/A N/A,#N/A N/A,#N/A N/A,101.0327,98.6958,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.9705,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.6941,,,,,,,,,
08/12/1998,100.8833,#N/A N/A,99.4425,101.3406,#N/A N/A,#N/A N/A,99.3147,99.858,99.9703,#N/A N/A,#N/A N/A,#N/A N/A,95.7333,#N/A N/A,#N/A N/A,#N/A N/A,100.7608,97.7462,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5711,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,96.8578,,,,,,,,,
09/12/1998,101.2256,#N/A N/A,99.6871,101.4386,#N/A N/A,#N/A N/A,99.4946,99.6041,99.9682,#N/A N/A,#N/A N/A,#N/A N/A,96.61,#N/A N/A,#N/A N/A,#N/A N/A,100.3454,98.1203,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.8963,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.8792,,,,,,,,,
10/12/1998,101.7483,#N/A N/A,99.6992,103.1479,#N/A N/A,#N/A N/A,100.0053,100.6983,99.9675,#N/A N/A,#N/A N/A,#N/A N/A,97.27,#N/A N/A,#N/A N/A,#N/A N/A,100.243,98.778,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.834,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.0947,,,,,,,,,
11/12/1998,101.7628,#N/A N/A,99.6143,103.7386,#N/A N/A,#N/A N/A,100.3291,101.8164,99.9834,#N/A N/A,#N/A N/A,#N/A N/A,97.8889,#N/A N/A,#N/A N/A,#N/A N/A,99.3074,98.8307,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.0842,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.8898,,,,,,,,,
14/12/1998,101.515,#N/A N/A,99.5877,103.7938,#N/A N/A,#N/A N/A,100.4323,101.7969,99.9697,#N/A N/A,#N/A N/A,#N/A N/A,98.4647,#N/A N/A,#N/A N/A,#N/A N/A,97.5481,98.3351,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.0808,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,96.8032,,,,,,,,,
15/12/1998,102.1688,#N/A N/A,99.6002,102.4895,#N/A N/A,#N/A N/A,99.9925,101.344,99.981,#N/A N/A,#N/A N/A,#N/A N/A,97.5451,#N/A N/A,#N/A N/A,#N/A N/A,96.7842,98.8797,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.1755,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.0894,,,,,,,,,
16/12/1998,102.1017,#N/A N/A,99.7422,101.7632,#N/A N/A,#N/A N/A,99.5186,100.3914,99.9753,#N/A N/A,#N/A N/A,#N/A N/A,97.5025,#N/A N/A,#N/A N/A,#N/A N/A,98.3587,98.876,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.7389,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.4595,,,,,,,,,
17/12/1998,101.6903,#N/A N/A,99.5473,102.096,#N/A N/A,#N/A N/A,99.6387,100.7334,99.99,#N/A N/A,#N/A N/A,#N/A N/A,97.8118,#N/A N/A,#N/A N/A,#N/A N/A,97.7971,98.8531,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2627,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.7065,,,,,,,,,
18/12/1998,101.5575,#N/A N/A,99.3853,102.2108,#N/A N/A,#N/A N/A,99.6654,101.1899,100.0008,#N/A N/A,#N/A N/A,#N/A N/A,98.4033,#N/A N/A,#N/A N/A,#N/A N/A,98.3305,98.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.0452,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.2882,,,,,,,,,
21/12/1998,101.0807,#N/A N/A,98.9742,101.3242,#N/A N/A,#N/A N/A,99.1153,101.3695,100.0199,#N/A N/A,#N/A N/A,#N/A N/A,98.2328,#N/A N/A,#N/A N/A,#N/A N/A,98.8775,98.4482,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.087,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.1726,,,,,,,,,
22/12/1998,100.5544,#N/A N/A,98.8333,100.9317,#N/A N/A,#N/A N/A,99.0148,101.1337,100.0408,#N/A N/A,#N/A N/A,#N/A N/A,97.5584,#N/A N/A,#N/A N/A,#N/A N/A,98.8526,98.8986,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.0746,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.1353,,,,,,,,,
23/12/1998,99.9952,#N/A N/A,99.017,101.029,#N/A N/A,#N/A N/A,99.0668,101.0302,100.0294,#N/A N/A,#N/A N/A,#N/A N/A,98.1895,#N/A N/A,#N/A N/A,#N/A N/A,99.2505,98.5739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.9251,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.184,,,,,,,,,
24/12/1998,99.8457,#N/A N/A,99.0416,99.9803,#N/A N/A,#N/A N/A,98.9067,100.7881,100.0176,#N/A N/A,#N/A N/A,#N/A N/A,98.0288,#N/A N/A,#N/A N/A,#N/A N/A,99.2528,98.8361,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.8048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.3057,,,,,,,,,
25/12/1998,99.8766,#N/A N/A,98.9703,100.2726,#N/A N/A,#N/A N/A,98.8993,100.7327,100.0484,#N/A N/A,#N/A N/A,#N/A N/A,97.8263,#N/A N/A,#N/A N/A,#N/A N/A,99.4118,98.8147,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.8674,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0315,,,,,,,,,
28/12/1998,99.6123,#N/A N/A,98.9374,100.5517,#N/A N/A,#N/A N/A,98.8918,100.9901,100.0071,#N/A N/A,#N/A N/A,#N/A N/A,97.9689,#N/A N/A,#N/A N/A,#N/A N/A,99.1251,98.1517,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0937,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.7378,,,,,,,,,
29/12/1998,100.3803,#N/A N/A,98.9429,100.5675,#N/A N/A,#N/A N/A,99.1385,101.0123,99.998,#N/A N/A,#N/A N/A,#N/A N/A,98.3423,#N/A N/A,#N/A N/A,#N/A N/A,99.688,99.3783,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0529,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2939,,,,,,,,,
30/12/1998,100.0351,#N/A N/A,99.141,99.499,#N/A N/A,#N/A N/A,99.1657,99.9931,99.9971,#N/A N/A,#N/A N/A,99.8413,98.8484,#N/A N/A,#N/A N/A,#N/A N/A,99.4826,99.529,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.8605,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2552,,,,,,,,,
31/12/1998,100.0012,#N/A N/A,99.8049,100.0136,#N/A N/A,#N/A N/A,99.4641,99.9694,100.0179,#N/A N/A,#N/A N/A,99.8996,100.016,#N/A N/A,#N/A N/A,#N/A N/A,100.5258,100.0007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.1806,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.3449,,,,,,,,,
01/01/1999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,
04/01/1999,101.9654,100.1302,100.5304,100.5199,100.9393,101.1711,100.3069,99.9943,100.0206,101.3332,101.6664,99.8386,101.4034,101.5183,100.3217,99.995,101.465,101.8318,99.9351,101.223,101.5911,100.0326,101.3434,99.8554,100.4218,100.3464,100.0285,100.5181,,,,,,,,,
05/01/1999,101.8657,100.1353,101.5008,100.2055,101.9281,101.6827,99.656,99.6572,100.0122,101.245,103.1207,99.9366,101.787,103.2152,101.3142,99.9926,102.2836,101.5662,99.6256,102.7455,102.5225,91.7026,101.8146,99.3754,100.8314,100.4353,100.0944,102.227,,,,,,,,,
06/01/1999,102.946,100.0891,101.5744,98.7306,101.3901,100.6462,98.522,99.7415,99.9964,100.8732,100.9794,100.0357,100.5893,103.9948,101.6919,99.9954,102.0138,101.6026,99.4744,102.125,102.4723,89.9335,102.2066,98.3291,99.676,100.2403,100.1603,103.473,,,,,,,,,
07/01/1999,104.0426,100.1003,101.4733,99.7776,101.2857,101.1796,99.2271,99.3794,99.9935,101.0031,102.5057,100.0503,101.9919,104.8772,100.8796,99.9957,103.2885,102.2995,99.3058,102.111,101.5614,89.9629,103.051,98.8291,100.3009,100.418,100.2637,103.744,,,,,,,,,
08/01/1999,103.8449,100.1276,101.5671,98.5405,101.9105,100.0494,98.1445,98.8307,100.005,99.9907,101.8485,100.0775,102.3989,102.797,101.2791,99.9961,102.6924,102.4865,99.28,102.9056,101.015,88.6403,102.7373,98.6581,99.9617,99.9344,100.3456,101.1172,,,,,,,,,
11/01/1999,104.7127,100.1294,101.9648,98.1747,102.0048,98.5208,97.3668,98.2136,99.9956,100.0398,101.4541,100.1525,104.2256,102.5128,99.9951,99.9964,101.9792,103.2596,99.1761,104.0574,99.6199,88.102,103.1245,98.5876,100.3259,99.8569,100.3992,98.8755,,,,,,,,,
12/01/1999,104.1548,100.1471,101.2651,99.0883,100.3907,98.5371,97.9194,98.3994,100.0061,100.1353,100.5224,100.0725,100.7926,102.622,97.8586,99.9966,102.5902,102.7103,99.0881,103.2849,99.7283,89.4663,104.3724,98.2955,99.7534,100.0322,100.4404,97.4067,,,,,,,,,
13/01/1999,103.4166,91.9225,100.8325,100.8044,98.4558,98.1633,98.8361,99.4469,100.0244,99.2964,95.6252,100.2778,100.083,102.7314,94.1893,99.9942,101.6516,101.8402,97.1958,101.8561,98.1628,94.8333,104.4201,97.9993,98.4509,100.7378,100.2693,96.0171,,,,,,,,,
14/01/1999,103.1375,92.046,100.0569,101.0793,98.485,98.6516,99.0074,99.8078,100.0086,99.698,91.1946,100.2703,99.8822,101.7137,94.348,99.9973,101.7557,101.7446,96.0529,101.5121,99.0294,90.703,103.8569,98.3506,98.1863,101.0087,100.1425,93.4799,,,,,,,,,
15/01/1999,103.8906,84.9365,100.7004,99.6858,98.4525,98.0764,97.8572,99.4394,100.0084,99.2442,90.8097,100.334,99.3581,101.9078,97.8855,100.0033,101.2635,102.1597,97.1526,101.1579,99.067,91.1328,102.7138,98.3694,97.7923,101.4653,100.3148,98.341,,,,,,,,,
18/01/1999,103.8899,76.9104,100.6018,99.5418,97.8054,98.6184,98.3419,99.5592,100.0215,100.445,95.734,100.35,99.2807,102.1674,97.9936,99.9987,102.092,101.4777,98.2755,102.4166,100.4341,88.6248,103.4592,98.096,99.8996,99.477,100.1199,98.4249,,,,,,,,,
19/01/1999,104.6432,77.9362,100.3847,99.6938,98.6449,98.1097,98.1825,99.7993,100.0315,100.4154,96.1462,100.5081,99.929,102.3623,98.3433,99.9992,102.1412,101.6073,97.8589,102.3345,99.8309,88.6539,104.2902,98.173,99.7762,99.8333,100.1363,98.0205,,,,,,,,,
20/01/1999,104.8394,77.233,100.8998,98.8687,99.2741,96.9352,97.9218,99.218,100.0264,100.3303,96.6179,100.4321,100.2483,103.4948,98.4053,99.9999,102.1368,102.1334,97.9867,102.1197,99.735,88.8736,105.1431,98.3966,99.8421,100.3742,100.3427,98.3457,,,,,,,,,
