Dates,AUD,BRL,CAD,CHF,COP,CZK,EUR,GBP,HKD,HUF,IDR,INR,JPY,KRW,MXN,MYR,NOK,NZD,PEN,PHP,PLN,RUB,SEK,SGD,THB,TRY,TWD,ZAR,,,,,,,,,
20/05/1997,127.9252,#N/A N/A,114.2694,105.8876,#N/A N/A,#N/A N/A,101.3129,96.8907,96.7097,#N/A N/A,#N/A N/A,#N/A N/A,109.1117,#N/A N/A,#N/A N/A,#N/A N/A,109.7587,127.8254,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.9054,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.785,,,,,,,,,
21/05/1997,130.0436,#N/A N/A,114.0587,104.2528,#N/A N/A,#N/A N/A,101.3028,96.466,96.7114,#N/A N/A,#N/A N/A,#N/A N/A,107.4575,#N/A N/A,#N/A N/A,#N/A N/A,108.6393,128.1433,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6974,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.0148,,,,,,,,,
22/05/1997,128.7725,#N/A N/A,113.6912,103.676,#N/A N/A,#N/A N/A,101.3804,95.0869,96.7132,#N/A N/A,#N/A N/A,#N/A N/A,105.7427,#N/A N/A,#N/A N/A,#N/A N/A,109.1893,127.5038,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.7105,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.7274,,,,,,,,,
23/05/1997,126.7884,#N/A N/A,113.5154,104.4425,#N/A N/A,#N/A N/A,101.5106,95.6869,96.7162,#N/A N/A,#N/A N/A,#N/A N/A,106.1512,#N/A N/A,#N/A N/A,#N/A N/A,108.5697,127.4351,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.8031,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.7848,,,,,,,,,
26/05/1997,126.838,#N/A N/A,113.4473,105.1749,#N/A N/A,#N/A N/A,101.5005,96.0175,96.6914,#N/A N/A,#N/A N/A,#N/A N/A,105.5733,#N/A N/A,#N/A N/A,#N/A N/A,108.8913,127.4403,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.5785,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.7685,,,,,,,,,
27/05/1997,126.4243,#N/A N/A,112.651,103.1514,#N/A N/A,#N/A N/A,100.798,95.5695,96.6967,#N/A N/A,#N/A N/A,#N/A N/A,105.1634,#N/A N/A,#N/A N/A,#N/A N/A,107.859,127.2429,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.8012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.8012,,,,,,,,,
28/05/1997,126.4902,#N/A N/A,112.9832,103.865,#N/A N/A,#N/A N/A,100.902,96.0177,96.6595,#N/A N/A,#N/A N/A,#N/A N/A,106.0153,#N/A N/A,#N/A N/A,#N/A N/A,108.4446,127.1376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.6073,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.8704,,,,,,,,,
29/05/1997,126.6717,#N/A N/A,113.0547,103.7809,#N/A N/A,#N/A N/A,100.9446,95.9916,96.6709,#N/A N/A,#N/A N/A,#N/A N/A,105.4839,#N/A N/A,#N/A N/A,#N/A N/A,108.3076,127.1244,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.4813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.0502,,,,,,,,,
30/05/1997,125.6625,#N/A N/A,113.3482,103.5793,#N/A N/A,#N/A N/A,100.4439,95.948,96.6741,#N/A N/A,#N/A N/A,#N/A N/A,105.4267,#N/A N/A,#N/A N/A,#N/A N/A,107.7132,126.9454,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.9459,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.0699,,,,,,,,,
02/06/1997,125.0832,#N/A N/A,113.6101,102.2877,#N/A N/A,#N/A N/A,99.3563,95.8224,96.6543,#N/A N/A,#N/A N/A,#N/A N/A,105.1258,#N/A N/A,#N/A N/A,#N/A N/A,106.7846,126.748,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.0977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.0451,,,,,,,,,
03/06/1997,125.8431,#N/A N/A,113.3766,101.9139,#N/A N/A,#N/A N/A,99.3552,95.6967,96.6617,#N/A N/A,#N/A N/A,#N/A N/A,105.6488,#N/A N/A,#N/A N/A,#N/A N/A,107.222,126.9005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.5831,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.1458,,,,,,,,,
04/06/1997,125.2966,#N/A N/A,113.3412,101.3744,#N/A N/A,#N/A N/A,99.214,95.6648,96.6546,#N/A N/A,#N/A N/A,#N/A N/A,105.3099,#N/A N/A,#N/A N/A,#N/A N/A,107.1822,126.7768,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.6681,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.956,,,,,,,,,
05/06/1997,125.8578,#N/A N/A,113.273,101.2803,#N/A N/A,#N/A N/A,99.1867,95.6623,96.6754,#N/A N/A,#N/A N/A,#N/A N/A,105.9724,#N/A N/A,#N/A N/A,#N/A N/A,106.8717,126.5609,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.8181,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.8894,,,,,,,,,
06/06/1997,125.9561,#N/A N/A,112.8037,100.9494,#N/A N/A,#N/A N/A,99.0981,95.5544,96.6828,#N/A N/A,#N/A N/A,#N/A N/A,107.1846,#N/A N/A,#N/A N/A,#N/A N/A,107.0546,126.9713,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.0625,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.8963,,,,,,,,,
09/06/1997,125.8891,#N/A N/A,112.3869,101.6978,#N/A N/A,#N/A N/A,100.2179,96.0089,96.6851,#N/A N/A,#N/A N/A,#N/A N/A,108.3968,#N/A N/A,#N/A N/A,#N/A N/A,108.3598,127.2344,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.4994,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.4029,,,,,,,,,
10/06/1997,125.7889,#N/A N/A,112.401,101.5189,#N/A N/A,#N/A N/A,99.7,95.872,96.6935,#N/A N/A,#N/A N/A,#N/A N/A,109.0706,#N/A N/A,#N/A N/A,#N/A N/A,106.7898,127.2396,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.1926,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6167,,,,,,,,,
11/06/1997,124.9448,#N/A N/A,112.4231,101.7136,#N/A N/A,#N/A N/A,99.8738,95.8584,96.7178,#N/A N/A,#N/A N/A,#N/A N/A,110.059,#N/A N/A,#N/A N/A,#N/A N/A,106.7025,127.3921,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.7147,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.7702,,,,,,,,,
12/06/1997,124.1828,#N/A N/A,112.7135,101.3019,#N/A N/A,#N/A N/A,99.4434,95.6744,96.6887,#N/A N/A,#N/A N/A,#N/A N/A,107.0817,#N/A N/A,#N/A N/A,#N/A N/A,106.0245,127.3236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.0841,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.7285,,,,,,,,,
13/06/1997,124.0657,#N/A N/A,112.8744,101.3407,#N/A N/A,#N/A N/A,98.6456,95.7658,96.7159,#N/A N/A,#N/A N/A,#N/A N/A,106.5574,#N/A N/A,#N/A N/A,#N/A N/A,105.3608,127.0158,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.2994,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6653,,,,,,,,,
16/06/1997,123.7504,#N/A N/A,112.4651,101.3094,#N/A N/A,#N/A N/A,99.1436,95.9453,96.7207,#N/A N/A,#N/A N/A,#N/A N/A,108.0899,#N/A N/A,#N/A N/A,#N/A N/A,104.5368,127.0028,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.1149,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.756,,,,,,,,,
17/06/1997,124.2288,#N/A N/A,112.4465,101.2363,#N/A N/A,#N/A N/A,98.9411,96.0602,96.739,#N/A N/A,#N/A N/A,#N/A N/A,107.9349,#N/A N/A,#N/A N/A,#N/A N/A,105.3129,126.9897,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.9054,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.5083,,,,,,,,,
18/06/1997,123.7151,#N/A N/A,111.9033,101.0657,#N/A N/A,#N/A N/A,99.3076,96.0229,96.7257,#N/A N/A,#N/A N/A,#N/A N/A,107.7429,#N/A N/A,#N/A N/A,#N/A N/A,105.5024,126.9201,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.5837,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.5406,,,,,,,,,
19/06/1997,123.5484,#N/A N/A,112.3528,101.5407,#N/A N/A,#N/A N/A,99.3939,96.5365,96.7335,#N/A N/A,#N/A N/A,#N/A N/A,107.071,#N/A N/A,#N/A N/A,#N/A N/A,106.1767,126.611,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.9185,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6702,,,,,,,,,
20/06/1997,124.1752,#N/A N/A,112.1806,101.5804,#N/A N/A,#N/A N/A,98.9902,97.0326,96.7183,#N/A N/A,#N/A N/A,#N/A N/A,106.5277,#N/A N/A,#N/A N/A,#N/A N/A,105.3225,126.1728,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.1623,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6906,,,,,,,,,
23/06/1997,124.5209,#N/A N/A,112.243,102.1318,#N/A N/A,#N/A N/A,99.5316,97.7986,96.6524,#N/A N/A,#N/A N/A,#N/A N/A,106.5071,#N/A N/A,#N/A N/A,#N/A N/A,105.8422,126.1037,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.6958,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.0407,,,,,,,,,
24/06/1997,123.9245,#N/A N/A,112.0391,101.5611,#N/A N/A,#N/A N/A,99.4343,97.8146,96.6993,#N/A N/A,#N/A N/A,#N/A N/A,106.449,#N/A N/A,#N/A N/A,#N/A N/A,105.5117,126.0345,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.0285,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.9391,,,,,,,,,
25/06/1997,124.006,#N/A N/A,111.7556,101.5939,#N/A N/A,#N/A N/A,99.4945,97.4673,96.6913,#N/A N/A,#N/A N/A,#N/A N/A,107.3823,#N/A N/A,#N/A N/A,#N/A N/A,105.2889,126.4997,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.5999,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.9714,,,,,,,,,
26/06/1997,123.9885,#N/A N/A,112.7238,101.7045,#N/A N/A,#N/A N/A,99.1523,97.6592,96.653,#N/A N/A,#N/A N/A,#N/A N/A,107.9497,#N/A N/A,#N/A N/A,#N/A N/A,105.5588,125.9145,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.4124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.8814,,,,,,,,,
27/06/1997,123.095,#N/A N/A,112.8779,100.5048,#N/A N/A,#N/A N/A,98.7053,97.5054,96.6448,#N/A N/A,#N/A N/A,#N/A N/A,106.6006,#N/A N/A,#N/A N/A,#N/A N/A,104.6583,125.1819,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.8618,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.7182,,,,,,,,,
30/06/1997,124.5983,#N/A N/A,112.7869,99.8558,#N/A N/A,#N/A N/A,98.3982,97.5978,96.6839,#N/A N/A,#N/A N/A,#N/A N/A,106.5987,#N/A N/A,#N/A N/A,#N/A N/A,104.328,125.4997,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.8934,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.3376,,,,,,,,,
01/07/1997,124.1674,#N/A N/A,112.8924,99.5197,#N/A N/A,#N/A N/A,98.5809,97.1921,96.6894,#N/A N/A,#N/A N/A,#N/A N/A,106.2535,#N/A N/A,#N/A N/A,#N/A N/A,104.3178,124.8591,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.4717,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.549,,,,,,,,,
02/07/1997,124.3315,#N/A N/A,113.2609,99.2465,#N/A N/A,#N/A N/A,97.9502,98.2403,96.6847,#N/A N/A,#N/A N/A,#N/A N/A,106.6878,#N/A N/A,#N/A N/A,#N/A N/A,104.1003,124.8449,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.2782,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.5667,,,,,,,,,
03/07/1997,124.2807,#N/A N/A,113.408,99.5083,#N/A N/A,#N/A N/A,98.0714,99.107,96.7059,#N/A N/A,#N/A N/A,#N/A N/A,107.4082,#N/A N/A,#N/A N/A,#N/A N/A,104.4475,124.8122,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.911,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.8024,,,,,,,,,
04/07/1997,123.7343,#N/A N/A,113.275,99.4929,#N/A N/A,#N/A N/A,97.7208,98.8953,96.7434,#N/A N/A,#N/A N/A,#N/A N/A,107.4915,#N/A N/A,#N/A N/A,#N/A N/A,104.7013,124.7614,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6987,,,,,,,,,
07/07/1997,123.039,#N/A N/A,113.0188,99.9133,#N/A N/A,#N/A N/A,98.2356,99,96.7484,#N/A N/A,#N/A N/A,#N/A N/A,108.1856,#N/A N/A,#N/A N/A,#N/A N/A,104.4062,124.3431,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.4725,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.4745,,,,,,,,,
08/07/1997,123.3188,#N/A N/A,113.3468,99.4612,#N/A N/A,#N/A N/A,97.5355,98.8527,96.7397,#N/A N/A,#N/A N/A,#N/A N/A,107.7063,#N/A N/A,#N/A N/A,#N/A N/A,103.7707,124.6068,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.0158,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.1076,,,,,,,,,
09/07/1997,123.0197,#N/A N/A,113.2796,99.9228,#N/A N/A,#N/A N/A,97.2375,98.8638,96.7474,#N/A N/A,#N/A N/A,#N/A N/A,108.1727,#N/A N/A,#N/A N/A,#N/A N/A,104.0586,123.9857,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.0677,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.1018,,,,,,,,,
10/07/1997,122.6541,#N/A N/A,113.3197,100.5965,#N/A N/A,#N/A N/A,97.7696,98.9332,96.7414,#N/A N/A,#N/A N/A,#N/A N/A,107.7981,#N/A N/A,#N/A N/A,#N/A N/A,104.1377,123.9176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.8018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.2879,,,,,,,,,
11/07/1997,122.3215,#N/A N/A,113.6164,99.2923,#N/A N/A,#N/A N/A,96.9038,99.3135,96.6855,#N/A N/A,#N/A N/A,#N/A N/A,106.7674,#N/A N/A,#N/A N/A,#N/A N/A,102.4767,123.4439,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.0744,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.4989,,,,,,,,,
14/07/1997,121.7079,#N/A N/A,113.6317,98.8587,#N/A N/A,#N/A N/A,95.7149,99.1132,96.6627,#N/A N/A,#N/A N/A,#N/A N/A,107.207,#N/A N/A,#N/A N/A,#N/A N/A,102.0494,122.7304,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.6224,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.3251,,,,,,,,,
15/07/1997,121.4582,#N/A N/A,113.4984,98.8092,#N/A N/A,#N/A N/A,95.2164,98.4438,96.6604,#N/A N/A,#N/A N/A,#N/A N/A,105.3513,#N/A N/A,#N/A N/A,#N/A N/A,101.6027,122.0354,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.3892,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.3203,,,,,,,,,
16/07/1997,121.5391,#N/A N/A,113.2663,98.7531,#N/A N/A,#N/A N/A,95.3468,98.402,96.67,#N/A N/A,#N/A N/A,#N/A N/A,105.4039,#N/A N/A,#N/A N/A,#N/A N/A,102.6609,121.6721,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.7404,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.3759,,,,,,,,,
17/07/1997,121.6365,#N/A N/A,113.0434,98.4905,#N/A N/A,#N/A N/A,95.5995,98.1488,96.665,#N/A N/A,#N/A N/A,#N/A N/A,105.1289,#N/A N/A,#N/A N/A,#N/A N/A,103.0807,120.2947,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.0886,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.4321,,,,,,,,,
18/07/1997,122.6429,#N/A N/A,113.2159,98.6888,#N/A N/A,#N/A N/A,95.5989,98.5469,96.6711,#N/A N/A,#N/A N/A,#N/A N/A,105.4818,#N/A N/A,#N/A N/A,#N/A N/A,103.3345,120.3186,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.9159,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.2008,,,,,,,,,
21/07/1997,122.3106,#N/A N/A,113.018,98.68,#N/A N/A,#N/A N/A,95.3713,98.464,96.6914,#N/A N/A,#N/A N/A,#N/A N/A,104.7805,#N/A N/A,#N/A N/A,#N/A N/A,102.8847,119.5126,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.9107,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.0304,,,,,,,,,
22/07/1997,122.1601,#N/A N/A,112.7962,98.1458,#N/A N/A,#N/A N/A,94.5588,98.4221,96.7158,#N/A N/A,#N/A N/A,#N/A N/A,105.7064,#N/A N/A,#N/A N/A,#N/A N/A,101.9438,119.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.2236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.1102,,,,,,,,,
23/07/1997,121.7454,#N/A N/A,112.4453,98.0446,#N/A N/A,#N/A N/A,93.7991,98.5213,96.7197,#N/A N/A,#N/A N/A,#N/A N/A,105.2659,#N/A N/A,#N/A N/A,#N/A N/A,101.8512,119.6529,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.65,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.4412,,,,,,,,,
24/07/1997,121.6938,#N/A N/A,112.5837,96.7004,#N/A N/A,#N/A N/A,93.5894,98.2333,96.8125,#N/A N/A,#N/A N/A,#N/A N/A,104.8468,#N/A N/A,#N/A N/A,#N/A N/A,100.9128,120.7838,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.3425,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6284,,,,,,,,,
25/07/1997,121.8901,#N/A N/A,112.3479,95.9967,#N/A N/A,#N/A N/A,93.2141,97.4876,96.822,#N/A N/A,#N/A N/A,#N/A N/A,104.1089,#N/A N/A,#N/A N/A,#N/A N/A,100.7862,120.2547,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.5361,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.5026,,,,,,,,,
28/07/1997,121.8054,#N/A N/A,112.2587,96.135,#N/A N/A,#N/A N/A,92.8126,95.7856,96.809,#N/A N/A,#N/A N/A,#N/A N/A,103.2582,#N/A N/A,#N/A N/A,#N/A N/A,100.378,118.4712,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.9391,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.3289,,,,,,,,,
29/07/1997,123.1918,#N/A N/A,112.3399,95.8227,#N/A N/A,#N/A N/A,93.5719,95.6209,96.7808,#N/A N/A,#N/A N/A,#N/A N/A,102.698,#N/A N/A,#N/A N/A,#N/A N/A,100.5565,119.7351,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.7256,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.9772,,,,,,,,,
30/07/1997,123.0738,#N/A N/A,112.6329,96.1566,#N/A N/A,#N/A N/A,93.1357,95.6733,96.7826,#N/A N/A,#N/A N/A,#N/A N/A,102.8693,#N/A N/A,#N/A N/A,#N/A N/A,100.5313,120.3534,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.4741,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.9118,,,,,,,,,
31/07/1997,123.5341,#N/A N/A,112.8206,96.161,#N/A N/A,#N/A N/A,93.1532,96.2656,96.8161,#N/A N/A,#N/A N/A,#N/A N/A,102.5635,#N/A N/A,#N/A N/A,#N/A N/A,100.1042,119.6803,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.3205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.5044,,,,,,,,,
01/08/1997,122.1105,#N/A N/A,112.5506,95.3579,#N/A N/A,#N/A N/A,92.1501,95.7196,96.8182,#N/A N/A,#N/A N/A,#N/A N/A,102.6477,#N/A N/A,#N/A N/A,#N/A N/A,99.0572,118.7672,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.8178,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.9721,,,,,,,,,
04/08/1997,122.3558,#N/A N/A,112.7626,95.3619,#N/A N/A,#N/A N/A,91.7142,95.7605,96.8077,#N/A N/A,#N/A N/A,#N/A N/A,102.889,#N/A N/A,#N/A N/A,#N/A N/A,99.0817,118.5736,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.4519,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.6423,,,,,,,,,
05/08/1997,121.8739,#N/A N/A,112.6154,94.7379,#N/A N/A,#N/A N/A,90.9819,95.3026,96.8531,#N/A N/A,#N/A N/A,#N/A N/A,101.7921,#N/A N/A,#N/A N/A,#N/A N/A,98.4402,118.7861,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.1923,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.5574,,,,,,,,,
06/08/1997,121.3756,#N/A N/A,112.0471,94.9459,#N/A N/A,#N/A N/A,91.1743,94.1403,96.8319,#N/A N/A,#N/A N/A,#N/A N/A,102.4766,#N/A N/A,#N/A N/A,#N/A N/A,98.7614,118.2234,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.1195,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.2315,,,,,,,,,
07/08/1997,120.6624,#N/A N/A,111.9989,94.9622,#N/A N/A,#N/A N/A,91.2533,93.1891,96.8508,#N/A N/A,#N/A N/A,#N/A N/A,102.5089,#N/A N/A,#N/A N/A,#N/A N/A,99.1955,117.6975,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.6232,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.1712,,,,,,,,,
08/08/1997,121.3869,#N/A N/A,111.7739,96.2495,#N/A N/A,#N/A N/A,92.3002,93.2944,96.8431,#N/A N/A,#N/A N/A,#N/A N/A,105.8392,#N/A N/A,#N/A N/A,#N/A N/A,100.7796,117.6884,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.2122,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.4327,,,,,,,,,
11/08/1997,121.9787,#N/A N/A,111.5893,95.2872,#N/A N/A,#N/A N/A,92.2217,93.4524,96.834,#N/A N/A,#N/A N/A,#N/A N/A,104.5518,#N/A N/A,#N/A N/A,#N/A N/A,99.4876,118.565,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.0881,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.6139,,,,,,,,,
12/08/1997,122.3723,#N/A N/A,111.5249,95.1723,#N/A N/A,#N/A N/A,91.812,92.724,96.8158,#N/A N/A,#N/A N/A,#N/A N/A,104.3427,#N/A N/A,#N/A N/A,#N/A N/A,99.5885,118.2418,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.8389,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.4953,,,,,,,,,
13/08/1997,123.1621,#N/A N/A,111.5568,96.0762,#N/A N/A,#N/A N/A,93.1896,93.0112,96.8165,#N/A N/A,#N/A N/A,#N/A N/A,104.8633,#N/A N/A,#N/A N/A,#N/A N/A,100.2029,118.6017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.9727,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.8498,,,,,,,,,
14/08/1997,122.4484,#N/A N/A,111.725,95.7504,#N/A N/A,#N/A N/A,92.5358,93.3866,96.8073,#N/A N/A,#N/A N/A,#N/A N/A,102.9393,#N/A N/A,#N/A N/A,#N/A N/A,100.1525,118.1861,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.7358,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.2816,,,,,,,,,
15/08/1997,122.5938,#N/A N/A,111.7164,96.3643,#N/A N/A,#N/A N/A,93.9131,94.5665,96.8531,#N/A N/A,#N/A N/A,#N/A N/A,103.3488,#N/A N/A,#N/A N/A,#N/A N/A,100.7781,118.4537,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.6769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.232,,,,,,,,,
18/08/1997,121.9298,#N/A N/A,111.8609,95.6507,#N/A N/A,#N/A N/A,93.7478,94.2141,96.908,#N/A N/A,#N/A N/A,#N/A N/A,102.7424,#N/A N/A,#N/A N/A,#N/A N/A,99.7775,118.2784,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.4831,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.32,,,,,,,,,
19/08/1997,122.6039,#N/A N/A,111.419,95.8316,#N/A N/A,#N/A N/A,93.0422,94.2258,96.8991,#N/A N/A,#N/A N/A,#N/A N/A,102.5924,#N/A N/A,#N/A N/A,#N/A N/A,99.4457,118.6941,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.1664,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.9623,,,,,,,,,
20/08/1997,123.3279,#N/A N/A,111.627,95.2067,#N/A N/A,#N/A N/A,92.084,93.5328,96.8517,#N/A N/A,#N/A N/A,#N/A N/A,103.0432,#N/A N/A,#N/A N/A,#N/A N/A,98.7376,118.4819,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.9335,,,,,,,,,
