,US10Y,US2Y,US5Y,DE10Y,DE2Y,DE5Y,FR10Y,IT3Y,AU10Y,AU3Y,JP10Y,GB10Y,KRW3Y,CAD10Y
1995-01-11,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001,0.07142857500000001
1995-01-12,0.05710272676496491,0.10803438357590738,0.13070074832209266,0.07322283322373453,0.045891886583658885,0.07865022235824624,0.045891886583658885,0.045891886583658885,0.06912199740493949,0.11030067265395141,0.06407288910715403,0.05917545024834605,0.045891886583658885,0.06605053488485126
1995-01-13,0.048020602876170826,0.1268308525241586,0.16760959897258595,0.06407058596941455,0.03695923509411945,0.07156389770820139,0.03695923509411945,0.03695923509411945,0.06186726881747372,0.13077203798563766,0.062021234108963284,0.05265633181114986,0.03695923509411945,0.06675063837059829
1995-01-16,0.04468453138952317,0.12930690997642386,0.17970690702114386,0.05648609942409075,0.03264623075742428,0.0633117485294976,0.03264623075742428,0.03264623075742428,0.058688249910564066,0.15256993351472192,0.06673601557250983,0.05055513538746783,0.03264623075742428,0.06736952292719432
1995-01-17,0.04302268745638757,0.13244963960324613,0.18451213478915007,0.05195322536436198,0.02998579392810326,0.05786104675601358,0.02998579392810326,0.02998579392810326,0.05670648483553242,0.16210115326861313,0.07482442676176726,0.04836236029960791,0.02998579392810326,0.06826365593171327
1995-01-18,0.04110335249324192,0.1363230368869763,0.18694846219572286,0.05111188227361918,0.02859032863870252,0.056976540572475795,0.02859032863870252,0.02859032863870252,0.05257827912636542,0.16531268728787735,0.07876116087105964,0.04740773006769881,0.02859032863870252,0.06911555910785605
1995-01-19,0.03931354158713301,0.1355485859714384,0.1894148209298968,0.049540227627304055,0.027737236716494577,0.05580343782616537,0.027737236716494577,0.027737236716494577,0.05174902533177482,0.1667917308412982,0.08216535976299684,0.04789992554375008,0.027737236716494577,0.07082439013175669
1995-01-20,0.03776041916958307,0.13319340412524447,0.18622858018411906,0.04660356505350042,0.027137165139329567,0.05403403542644288,0.027137165139329567,0.027137165139329567,0.05353207084469238,0.174093437087476,0.08307966151215805,0.04841097908059147,0.027137165139329567,0.07451518626404674
1995-01-23,0.0363948538610254,0.13445085302492635,0.18692623375429124,0.04341644886776082,0.026935688616308993,0.05189091827099874,0.026935688616308993,0.026935688616308993,0.052971054408540975,0.17449835111936604,0.08579334116377833,0.04820205780280021,0.026935688616308993,0.07771315770001218
1995-01-24,0.03594435384597774,0.1369121994595893,0.1869934354939431,0.041531417374762784,0.02674441742640023,0.04897144950257051,0.02674441742640023,0.02674441742640023,0.05547015296285393,0.17300988901991157,0.08882011040682776,0.046413598831661594,0.02674441742640023,0.07895573741414265
1995-01-25,0.036289618240829866,0.1351779918561663,0.18517127524337568,0.04056221499806457,0.026151193389124208,0.04658210230676501,0.026151193389124208,0.026151193389124208,0.059196953117434954,0.1755886748437872,0.09605473981705173,0.045589972263279245,0.026151193389124208,0.07518168139608102
1995-01-26,0.03648178323957969,0.13803486278749313,0.1900874582014477,0.0387312046126916,0.02553092373677294,0.044592905794391624,0.02553092373677294,0.02553092373677294,0.0588547195141223,0.1702070565427846,0.10285226573659445,0.04610718028734815,0.02553092373677294,0.07192685974232822
1995-01-27,0.03512402005518193,0.14102312176905346,0.19171039283702296,0.03612863398039205,0.025044710122456907,0.04204369894751112,0.025044710122456907,0.025044710122456907,0.05977954023516103,0.1746318128390803,0.10510759045582553,0.04601659190649303,0.025044710122456907,0.06825572440136744
1995-01-30,0.03425208888368766,0.1351894553246333,0.18642130965868633,0.03473241655045278,0.0249381680967446,0.041157496863769016,0.0249381680967446,0.0249381680967446,0.05838764539489359,0.19176339077338067,0.10953841846567963,0.04619762167781977,0.0249381680967446,0.0626075212748744
1995-01-31,0.03397016628839521,0.12659765474712545,0.18083042305945807,0.034377763290251294,0.025118027906550378,0.03967082875602591,0.025118027906550378,0.025118027906550378,0.05450211140760587,0.20915009099469042,0.11430874351043646,0.044440025076862094,0.025118027906550378,0.061680105045660495
1995-02-01,0.03265634505303848,0.11974334879186668,0.17652547117637613,0.032991206690011494,0.025111960006848184,0.03842220011287592,0.025111960006848184,0.025111960006848184,0.057636021181428645,0.22498594857470594,0.1137780761117594,0.043758404335131076,0.025111960006848184,0.05905513622518996
1995-02-02,0.03293309997851435,0.11488296376132058,0.17347866482778873,0.031875693400362046,0.02502627415129279,0.03646888918853562,0.02502627415129279,0.02502627415129279,0.059184662256141565,0.2327118427708486,0.11951749896491683,0.0421867710359454,0.02502627415129279,0.056654815334284604
1995-02-03,0.03221568861292331,0.1081673694580779,0.17095279808675704,0.033355648771005254,0.02478000690552592,0.03737247298301975,0.02478000690552592,0.02478000690552592,0.05939112786989335,0.23663217451688762,0.12553651473241065,0.043012814231405065,0.02478000690552592,0.05424335846503948
1995-02-06,0.03310629375800005,0.09935323768720769,0.16098683174948403,0.03227454079323441,0.02479016920407974,0.03648671404281419,0.02479016920407974,0.02479016920407974,0.06440760476891967,0.24905802402762173,0.13222130588264458,0.04419005660000902,0.02479016920407974,0.0487547170279602
1995-02-07,0.03231181116576399,0.09778771425380056,0.16111689606514357,0.03347840701220082,0.02490825700084477,0.037719194896482365,0.02490825700084477,0.02490825700084477,0.06659159457606334,0.24072849033623706,0.14088677696226468,0.04709821288729103,0.02490825700084477,0.04264786323436452
