,SP500,ESTOXX50,DAX,CAC40,FTSEMIB,ASXPI200,SPTSX60,FTSE100,IBOV,FTSE,KOSPI,OMX,SGX,FTSE_JSE,RTS,NASDAQ,NIKKEI
1995-01-11,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995,0.05882352999999995
1995-01-12,0.15319351578101817,0.043688514091807656,0.041654760340574915,0.11816089599098231,0.043688514091807656,0.043688514091807656,0.043688514091807656,0.05243308431866552,0.043688514091807656,0.043688514091807656,0.043688514091807656,0.043688514091807656,0.043688514091807656,0.04165689622951697,0.043688514091807656,0.043688514091807656,0.11232720423297539
1995-01-13,0.17052343099476153,0.03629782102712761,0.04283828422539082,0.15938360671814006,0.03629782102712761,0.03629782102712761,0.03629782102712761,0.04684836678929933,0.03629782102712761,0.03629782102712761,0.03629782102712761,0.03629782102712761,0.03629782102712761,0.036015194360055056,0.03629782102712761,0.03629782102712761,0.14511511221862275
1995-01-16,0.1776249959570847,0.02997954046602319,0.04707555384584759,0.16235186096116527,0.02997954046602319,0.02997954046602319,0.02997954046602319,0.06951139476069731,0.02997954046602319,0.02997954046602319,0.02997954046602319,0.02997954046602319,0.02997954046602319,0.030732561808104065,0.02997954046602319,0.02997954046602319,0.18292871066672925
1995-01-17,0.211504567204958,0.026752575242081668,0.05215593004170597,0.15047622590581206,0.026752575242081668,0.026752575242081668,0.026752575242081668,0.07794572198854807,0.026752575242081668,0.026752575242081668,0.026752575242081668,0.026752575242081668,0.026752575242081668,0.02462418504739143,0.026752575242081668,0.026752575242081668,0.18901503767680136
1995-01-18,0.2430360624006807,0.02478287748270766,0.059956255583922084,0.1528214244339584,0.02478287748270766,0.02478287748270766,0.02478287748270766,0.05600068848391147,0.02478287748270766,0.02478287748270766,0.02478287748270766,0.02478287748270766,0.02478287748270766,0.027010993266882572,0.02478287748270766,0.02478287748270766,0.18856291323947005
1995-01-19,0.25796150675792945,0.02340306946525706,0.04500126707931161,0.17877514477413622,0.02340306946525706,0.02340306946525706,0.02340306946525706,0.03567049499921908,0.02340306946525706,0.02340306946525706,0.02340306946525706,0.02340306946525706,0.02340306946525706,0.028087398071867928,0.02340306946525706,0.02340306946525706,0.19707039966407966
1995-01-20,0.24126451069836627,0.024783236537488925,0.050102955485600294,0.17603293356722677,0.024783236537488925,0.024783236537488925,0.024783236537488925,0.0395114152770648,0.024783236537488925,0.024783236537488925,0.024783236537488925,0.024783236537488925,0.024783236537488925,0.036622702960068754,0.024783236537488925,0.024783236537488925,0.18384986904752817
1995-01-23,0.2213061876530708,0.025106904112502024,0.05313019156524338,0.19597356189706566,0.025106904112502024,0.025106904112502024,0.025106904112502024,0.04125465954500682,0.025106904112502024,0.025106904112502024,0.025106904112502024,0.025106904112502024,0.025106904112502024,0.039693743628994,0.025106904112502024,0.025106904112502024,0.1724656810586513
1995-01-24,0.21841628746491487,0.023988990195857977,0.048221142884488,0.21571989910350328,0.023988990195857977,0.023988990195857977,0.023988990195857977,0.04368737453411082,0.023988990195857977,0.023988990195857977,0.023988990195857977,0.023988990195857977,0.023988990195857977,0.04065983044993493,0.023988990195857977,0.023988990195857977,0.16941657835289914
1995-01-25,0.21447817541695482,0.02368393426267833,0.04122135718890353,0.22328438943459558,0.02368393426267833,0.02368393426267833,0.02368393426267833,0.0474054776510031,0.02368393426267833,0.02368393426267833,0.02368393426267833,0.02368393426267833,0.02368393426267833,0.039783830119981115,0.02368393426267833,0.02368393426267833,0.17330354507756957
1995-01-26,0.20638986579355298,0.023811345606947504,0.0355405528610721,0.2281382659267995,0.023811345606947504,0.023811345606947504,0.023811345606947504,0.045439623728235075,0.023811345606947504,0.023811345606947504,0.023811345606947504,0.023811345606947504,0.023811345606947504,0.04035314207283179,0.023811345606947504,0.023811345606947504,0.18221373791459972
1995-01-27,0.20486833266111343,0.023223314958375627,0.033961866223600416,0.21988807503190008,0.023223314958375627,0.023223314958375627,0.023223314958375627,0.04414984766120758,0.023223314958375627,0.023223314958375627,0.023223314958375627,0.023223314958375627,0.023223314958375627,0.05171761313263879,0.023223314958375627,0.023223314958375627,0.1899577874700608
1995-01-30,0.21685995841658026,0.022528765144346995,0.02865138062053832,0.2252889767641931,0.022528765144346995,0.022528765144346995,0.022528765144346995,0.04037279604182346,0.022528765144346995,0.022528765144346995,0.022528765144346995,0.022528765144346995,0.022528765144346995,0.0716935828114978,0.022528765144346995,0.022528765144346995,0.16931690870239918
1995-01-31,0.22626558823365053,0.0219308688669759,0.028541905884420522,0.23669632504981994,0.0219308688669759,0.0219308688669759,0.0219308688669759,0.04068845843195586,0.0219308688669759,0.0219308688669759,0.0219308688669759,0.0219308688669759,0.0219308688669759,0.1071786575735686,0.0219308688669759,0.0219308688669759,0.11938950171353534
1995-02-01,0.23529286304562508,0.02147347248512851,0.02331736233323412,0.2578559399192136,0.02147347248512851,0.02147347248512851,0.02147347248512851,0.04248939248875388,0.02147347248512851,0.02147347248512851,0.02147347248512851,0.02147347248512851,0.02147347248512851,0.12385009087738816,0.02147347248512851,0.02147347248512851,0.080986132322731
