,SP500,ESTOXX50,DAX,CAC40,FTSEMIB,ASXPI200,SPTSX60,FTSE100,IBOV,FTSE,KOSPI,OMX,SGX,FTSE_JSE,RTS,NASDAQ,NIKKEI
2014-09-11,-0.000240207210266522,0.0,-1.8334131228376314e-05,1.7507543208232708e-06,-3.0203676249587195e-06,-2.4377129010959837e-05,0.00020289763845951185,9.25754889920573e-06,-0.012414108269668473,6.22332121038308e-05,5.156155070377829e-05,2.9557180791644342e-05,5.674671442799288e-05,-2.143944650020261e-05,-1.6141810071712895e-05,-0.0002726580687048149,3.22688718318754e-05
2014-09-12,-1.4192320195774541e-05,-6.785229255311369e-06,9.113043095637795e-06,-2.484373537158663e-05,-9.285042492795646e-05,-0.0003429242342569141,-0.0005707446624033292,-9.801846154197636e-06,0.0035370302523191417,0.0003916095493522898,-2.8579784205447763e-05,1.734260180506633e-05,-0.0003990251664710816,0.00045435443628870164,-0.00010926411141673752,-0.0007863348577778659,0.0
2014-09-15,0.0005081877859437511,-2.2300665277542416e-05,-2.25176217677102e-05,-2.498410931147596e-05,-2.0302822343994705e-05,-7.142470120656411e-05,0.0003013916947802081,-9.633032346347849e-06,0.01184877929665402,0.0,9.466627193378307e-06,1.0146523395926328e-05,-0.0003136112086921764,-0.00010769963701447523,0.0001407323716537767,0.0008504490639428245,-1.2068266742207393e-05
2014-09-16,8.167837759906241e-05,4.873571868181934e-05,3.5608338166292354e-05,3.3547256812541145e-05,0.00038127211232033195,-0.00037395116211273147,-0.00028878155216403324,-3.842808873098867e-06,-0.00018483405162022644,0.000371219585633311,0.0001254625918876972,7.500528158079331e-05,0.0004996942703605674,-9.496016011067561e-05,-0.0007580895466277999,0.0007045933891407379,-3.845717062451951e-05
2014-09-17,0.0001557604680301475,5.6890728074644417e-05,8.964698715207807e-05,5.438091022783057e-05,6.395170097975264e-06,0.00015272519978411252,3.9873967943769695e-05,3.582694147305216e-05,-8.147812154455817e-05,3.544339990507419e-05,-4.709548068775878e-05,2.892249937911437e-05,0.006139950299042741,0.0003370376560368801,-6.928947589732312e-05,0.0005179486564612839,0.0001091865864044051
2014-09-18,-1.019771506715728e-05,1.865157420346278e-05,1.4365547263953825e-05,-1.4564082796186932e-06,-2.4248011861012263e-05,0.0029304324528738566,-0.0004706478512895895,1.9712530545357325e-05,-4.4762455872436584e-05,-0.00012628467140971984,1.3792603933986142e-05,1.5665053055191835e-05,-3.870781315535679e-05,1.3672344104602956e-05,-0.0001107797420397179,-4.5155363788304294e-05,0.00010243910752184908
2014-09-19,-0.0002395418637536841,-2.6560214139057275e-05,-2.7383396216843042e-05,-1.872378730562462e-05,-4.953723557342924e-05,-0.008474230978236854,-0.0005617671397092357,-5.3781101541505184e-05,-9.673780084137448e-05,-0.00021531635738157476,-8.936733775396287e-05,-9.076617798966942e-06,9.155931510492864e-05,-0.0006501529958533749,-0.00016268016584988434,-0.0005494975021497899,-3.2996978607753996e-05
2014-09-22,-0.0001741472657951233,-5.9152635708657846e-05,-5.5826606054980964e-05,-6.859027450443944e-05,-6.16124535910545e-05,0.004265494917787844,-0.00044398601499863797,-8.019147874422686e-05,-3.0046204288221478e-05,-0.00013464902441037618,-1.1416528470553406e-05,-2.8318916580903724e-05,-0.00029897552710183857,-0.0002303590582306277,0.001139200360088311,-0.00013151456005581073,0.0
2014-09-23,0.00018611802991335978,4.0195851626404844e-05,2.347593022647643e-05,4.0242817651419484e-05,5.202621987935691e-05,-0.0018036522735755288,-0.0013714887960638914,1.950460235802885e-05,5.054946525890874e-05,0.00014556274103866529,0.0,6.911814808866683e-06,-3.731803737207199e-05,0.0,0.0010585861204301292,0.0002917147428226941,-3.068791739397181e-05
2014-09-24,-0.0003721605948639998,-4.4740068793518986e-05,-5.3023149121127966e-05,-4.6672978157958856e-05,-6.167334271736324e-05,-1.4624769066897581e-05,-0.010426427829805952,-0.00011634813839691721,-0.0008060813764081242,-0.00042498375908369887,-9.372326813028006e-06,-3.681562766491879e-05,-0.00010396417903926262,-0.0005711092496422139,-0.00037520717809567104,-0.0004942341730285726,7.962137676138084e-05
2014-09-25,0.00015511161473213318,2.048024525734444e-05,-6.957375169447191e-06,3.1867280595050936e-05,9.632351999014879e-05,-0.00010164690940521095,0.00800651426836965,1.2776841693100638e-05,0.0014402320263251689,0.0001326747171269409,-3.571969135212888e-05,7.3177813878378875e-06,5.870009615840779e-05,0.00019782072874646947,-6.267408604164659e-05,0.00021022155815019516,-5.249661358313075e-06
2014-09-26,-7.871443408570302e-05,-1.4445692220143036e-05,-1.4485213520371388e-05,-1.3587580874609569e-05,-2.9626965901625475e-05,-2.881154410687723e-05,-0.0043636832715974435,-1.8225309678560375e-05,-0.0007158614502587938,9.905817711312806e-06,-2.083175724830764e-05,-4.4679231071551715e-06,-1.7483691460881992e-05,-0.0009771166650898088,-5.216596084450399e-05,-6.9075142006624e-05,9.219812259365668e-06
2014-09-29,-3.837901579879513e-05,2.5489709773460725e-05,3.0273017312253288e-05,2.189184703483128e-05,2.800913160270651e-05,0.00022374721400568977,8.441063430821832e-05,-0.0003084910220116487,-3.671401441177492e-05,2.3755408279497896e-05,-8.939309284437036e-05,1.8242795661545512e-05,-3.650564951198967e-05,-0.0007124182756428726,-4.323375749606173e-06,4.694653849400001e-05,-4.539502646883743e-05
2014-09-30,-0.00024183632734198798,-2.819489589383014e-05,-0.0001713700050729854,-2.5168446826114727e-05,-1.555981025435741e-05,0.0021906659139116344,-0.003146591510417666,-0.0005646801252191354,-0.0007504551892907366,-0.00015345027392399388,-0.00019874505898170093,-4.467715344370939e-05,-4.254318833847209e-05,-0.0018059580026956806,-2.9264173613474135e-05,-0.0003698129685452471,-4.471255115344078e-05
2014-10-01,-1.962485144573626e-05,-4.669341314512662e-05,-5.868293892127881e-05,-3.847119543601698e-05,-5.767634078513652e-05,-0.0032792264708068654,-0.0011977575606911615,-0.00010245016713580061,0.0010434282650642268,-1.6838538388175893e-05,-0.0005469642629798032,-4.915865346016944e-05,-0.00029600453124935,-0.0012129147830305944,-0.00024134138282700955,-2.5185584167040414e-05,-0.0003135070543894252
2014-10-02,0.0004485392291803774,1.6912788007658864e-05,0.0,1.5217590817217925e-05,1.6193928359402514e-05,8.97333187181421e-05,0.001134791494523217,0.00027143345087074413,0.00689415674911964,0.0002307699490359488,0.0,2.6124141995410716e-05,2.2829346583293146e-05,0.0017209879733162475,3.913677639235224e-05,0.0003570980230969877,2.1957314382653902e-05
2014-10-03,-4.355036941548259e-05,-6.4463654088476315e-06,-4.1036978933367316e-05,3.4617218800355766e-06,-1.2341035613399446e-05,-0.00018367976038514104,-0.0005444058029937222,0.00038832469020187444,0.0016141505909131669,3.543772394074337e-05,-5.905346987332469e-05,-1.4880113526730825e-05,0.00015730985540391213,0.0038657444473695394,0.0015146555104431395,-4.057205809787629e-05,0.00018845950653290387
2014-10-06,-0.00029788607668962137,-6.406838286969147e-05,-0.0002845506350069808,-8.193559102044959e-05,-9.267563265015183e-05,-1.4924838161238507e-05,-0.0013041999482912806,-0.00022806934660516817,4.355220028104388e-05,-3.535886100253035e-05,-9.379903089656128e-05,-0.00011264474913988378,-0.00010052502908303549,-0.0015203118581223944,-0.000919394739365317,-0.00028452200766976077,-0.00010766682884821757
2014-10-07,0.0003515078947603644,-4.191318804234459e-05,-0.00035243693920584545,-4.8907539734051084e-05,-4.6798954336033675e-05,-2.528458233860804e-05,0.0007424152489420619,-1.783742765003428e-05,-1.2501046428209079e-05,-5.125891848519522e-06,-0.0011419247844504671,-7.91840754804156e-05,1.9543481543921277e-05,-0.00036178517754680885,-0.00016755392067631638,0.0004569817880945219,-0.00019607671942361375
2014-10-08,-0.00040122195231295755,-0.00012500963063712318,0.00010727807173289832,-0.00021906681219214632,-0.00024440794645432114,3.693976785178125e-05,-0.00312204258478668,-0.00012652501136489606,4.0477957475653816e-07,-4.748036422145569e-05,0.0,-0.0003689873541224929,8.86253816207929e-05,3.0043864151347712e-05,4.8429939413727993e-05,-0.0005794715629774685,-7.098386141156105e-05
2014-10-09,-0.00028373891093024103,-0.0008327716724328024,-0.0064715931723604595,-0.0017088639243900009,-0.0004287784509184387,-0.0007992646966266405,-0.0024993584977474922,-8.460821076457406e-05,-3.494307310263824e-05,-6.627768451563842e-05,-0.001787515302901734,-0.0019096270300549987,-0.00022556643046903505,-0.0009050448206967674,-0.0003534288744379093,-0.0005649993359607705,-0.00014363333948176803
2014-10-10,-0.00026466803540899206,1.4992906873700348e-05,-2.040092935870018e-05,0.00019936808891789774,-0.000596544981793239,-2.5662481645728752e-05,0.0,2.1361721740078507e-05,5.86881328850888e-05,-3.330852174094294e-05,0.00013141739008246843,-0.00028492271829786575,3.116222770705483e-05,0.000158474173555193,0.00011176267602527324,-0.00031424566255747167,0.0
2014-10-13,0.00014079894040441236,7.334598371756256e-05,0.0006030623388904604,0.00011370103996972352,-8.145877206175732e-06,0.0002670149957052555,-0.005669873984303505,0.00013698554845790505,1.0434521638211974e-06,5.0012235837968114e-05,-0.0002498778874649925,0.0007404562704280422,-6.739487922510909e-06,0.00025665104573850515,-3.440734200214907e-05,9.561916859174211e-05,-0.00021546522897191928
2014-10-14,-0.000885932349115756,-0.0008648522641698088,-0.002245835120485593,-0.0017359107236562732,-0.001509079059936258,0.0002957002915724138,-0.0033755515984176853,-0.0010677345002231124,-2.796080083233186e-05,-0.0003615025800914219,0.00010073919447553107,-0.005800929118523541,2.0937386167742626e-05,-0.0015161613696132504,-1.261221832025614e-05,-0.0007396926923881579,0.00013599273019867147
