,SP500,ESTOXX50,DAX,CAC40,FTSEMIB,ASXPI200,SPTSX60,FTSE100,IBOV,FTSE,KOSPI,OMX,SGX,FTSE_JSE,RTS,NASDAQ,NIKKEI
2014-09-11,-0.00035509940863721944,0.0,-7.990125614394973e-05,7.718864295716629e-06,-1.3265628323221774e-05,-7.64889005299371e-05,9.770072597886756e-05,4.014530338403364e-05,-0.008627151375567878,0.00011117839694340882,0.00013320316369110037,0.00013818073742559052,9.89128322056405e-05,-3.062665213347407e-05,-7.210819883927501e-05,-0.0003305502515081541,0.00010729856206565417
2014-09-12,-1.5816905951679793e-05,-2.2041804900792537e-05,3.108467622104731e-05,-8.025957550838992e-05,-0.0002875229147474497,-0.0006195332503923179,-0.00027013988786703914,-2.912527256493864e-05,0.003712394246208028,0.00022722589617576224,-7.152741823288354e-05,5.5934468712795725e-05,-0.0004796271760910413,0.000381874706080912,-0.0003249304011811264,-0.0006385117319529373,0.0
2014-09-15,0.0005668266395641117,-8.509184615538586e-05,-8.534924929574882e-05,-9.735893250236803e-05,-7.798072631407237e-05,-0.00022144787284522174,0.0002648624443419117,-3.947900462854567e-05,0.007514323290364411,0.0,2.8880796217477734e-05,5.0315077474587227e-05,-0.0005910072961649034,-0.00016938727370539058,0.0003740297081862682,0.000581204508015513,-3.428990120117675e-05
2014-09-16,8.317332648268836e-05,0.00014766497428549247,0.00011711039344145703,0.00012001129056442785,0.0005905925914110116,-0.0005937492783982787,-0.0002919107164346413,-1.140850303201095e-05,-0.0003926706500673975,0.00030333493697987134,0.00034283033619159585,0.00025995714370432465,0.00047413225050534953,-0.00012252594460520746,-0.0013051549427894964,0.0002772049879441005,-0.00010600659912825836
2014-09-17,0.0002651371622318231,0.0002305655255862856,0.0003234235073224319,0.00021019959479830192,1.7717280147652177e-05,0.00011348204735291694,4.4902255459212525e-05,0.00012643241672483064,-0.0003944822547300088,6.965419293978761e-05,-0.00012097555151191114,0.00014152656821026936,0.0032780155332703476,0.00047862499635693205,-0.00016572271037460854,0.0004906857583256372,0.00034476100496999215
2014-09-18,-1.754449946407386e-05,0.00010078308742425512,7.7321107114896e-05,-8.046660845049482e-06,-0.00012425343881859713,0.0018360479707366234,-0.0006592649215889358,0.00010049854478224328,-0.00028694326089703695,-0.0002979246714106801,4.267307316396955e-05,9.661479095003727e-05,-3.3348141203095115e-05,2.023212740353561e-05,-0.00031877943559565687,-5.057045219168882e-05,0.0003690193988655113
2014-09-19,-0.00037607422159164895,-0.00014391309930866664,-0.0001493987949011667,-0.00010386770699675144,-0.0002423747069904985,-0.005464253618003243,-0.0004668665436666801,-0.0002721766499227574,-0.0005564252369272479,-0.00044418056947579857,-0.0002914795551114716,-5.676719978100487e-05,0.00014779220635298485,-0.000826055095808447,-0.00048250443656794805,-0.0005790928212268129,-0.00010520180393238286
2014-09-22,-0.0003000987980304475,-0.0003640719789518223,-0.00034411180327654584,-0.00040657239500995753,-0.00032563740630194157,0.002774838032558647,-0.0002493775762786749,-0.0004006602476591587,-0.00018042720748831162,-0.0002884266088386095,-4.93231519340046e-05,-0.00018813866156612672,-0.0006717155268542803,-0.0003253570557304514,0.0014535359867525878,-0.00021605834612921937,0.0
2014-09-23,0.00037480511939971665,0.0002801684785839454,0.00016267506734712498,0.000272858746794042,0.00031224665203915945,-0.0013088029193773537,-0.0007282914611577034,0.00011457746455814328,0.00017859937024783897,0.00025861069015316275,0.0,4.9176290627604256e-05,-0.00011322263927062486,0.0,0.0013096448219106513,0.0006105694491761699,-0.00010225582808759955
2014-09-24,-0.0006991739524234219,-0.0002974528770838122,-0.0003317298961421285,-0.0002938993641551734,-0.0003159066568346869,-4.955951740637482e-05,-0.005655782118808075,-0.0003152308270201504,-0.0012002116326002735,-0.0006243381622578805,-3.0317713344381097e-05,-0.00025344356305891054,-0.00032165234251044396,-0.0008412995319263155,-0.0006698939008718221,-0.0009311781906274127,0.00029120739875325213
2014-09-25,0.0003124214681807878,0.00012013427833590752,-3.8521178492910196e-05,0.00018645549946199434,0.00046518808115733867,-0.00038154670038663304,0.0043978063489786175,5.332696541893943e-05,0.002104579620518216,0.00019329442794273444,-7.479289580526625e-05,4.374135505178377e-05,0.00016000785955707985,0.0003198002126769395,-0.00024387743472145692,0.00041575182161115635,-1.6278651423958367e-05
2014-09-26,-0.0001551744298429648,-0.0001962756390830181,-0.00013558892966026667,-0.0001653173231380748,-0.0002681961513145576,-0.00018608282385792547,-0.0023123838372490608,-4.8396215776594314e-05,-0.0025566580925912175,1.866183979774344e-05,-8.738348855225834e-05,-6.220150627594373e-05,-6.313112329725748e-05,-0.0009443667602968227,-0.0004912106739197235,-0.000121763103986839,5.708169578360502e-05
2014-09-29,-9.09140389874328e-05,0.0003124608106022406,0.0001703798603223764,0.0002791347296324945,0.0003324240642051365,0.00027315075843349895,5.285533171425392e-05,-0.0002164088119603052,-0.00022714767846947255,4.0384700317770366e-05,-0.00019044230805929905,0.0002059406873849319,-0.00011323876759117984,-0.0004344250777252099,-4.0485086995363214e-05,0.00010429712890166294,-0.00020188317191112548
